gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
1251012,1,Elfsborg,9369,1,8,Hammarby,9372,1,7,2009-04-04T16:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251012,1,Elfsborg,9369,1,8,Hammarby,9372,1,7,2009-04-04T16:00+0200,Allsvenskan,32911,Emil Johansson,14,visiting,0,1,11,11,0,0
1251012,1,Elfsborg,9369,1,8,Hammarby,9372,1,7,2009-04-04T16:00+0200,Allsvenskan,32911,Stefan Ishizaki,48,home,1,1,11,11,0,0
1251013,1,Häcken,19740,0,12,Malmö FF,9375,1,5,2009-04-04T16:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251013,1,Häcken,19740,0,12,Malmö FF,9375,1,5,2009-04-04T16:00+0200,Allsvenskan,32911,Miljan Mutavdzic,85,visiting,0,1,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,,,,0,0,,,,
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Pär Ericsson,6,visiting,0,1,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Álvaro Santos,17,home,1,1,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Tommy Lycén,26,visiting,1,2,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Mattias Lindström,28,visiting,1,3,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Wanderson do Carmo,29,visiting,1,4,11,11,0,0
1251014,1,Örgryte IS,9380,1,16,Gais,9382,5,1,2009-04-05T14:30+0200,Allsvenskan,32911,Mattias Lindström,51,visiting,1,5,11,11,0,0
1251015,1,Trelleborgs FF,9377,0,11,Brommapojkarna,19721,0,10,2009-04-05T15:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251016,1,AIK,9367,1,2,Halmstad,9371,0,13,2009-04-05T15:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251016,1,AIK,9367,1,2,Halmstad,9371,0,13,2009-04-05T15:00+0200,Allsvenskan,32911,Gabriel Özkan,55,home,1,0,11,11,0,0
1251017,1,Djurgården,9368,1,3,Örebro,9379,0,15,2009-04-06T19:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251017,1,Djurgården,9368,1,3,Örebro,9379,0,15,2009-04-06T19:00+0200,Allsvenskan,32911,Daniel Sjölund,78,home,1,0,11,11,0,0
1251018,1,Gefle,9400,1,6,Kalmar FF,9374,1,9,2009-04-06T19:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251018,1,Gefle,9400,1,6,Kalmar FF,9374,1,9,2009-04-06T19:00+0200,Allsvenskan,32911,Rasmus Elm,20,visiting,0,1,11,11,0,0
1251018,1,Gefle,9400,1,6,Kalmar FF,9374,1,9,2009-04-06T19:00+0200,Allsvenskan,32911,Hans Berggren,63,home,1,1,11,11,0,0
1251019,1,Helsingborg,9373,1,4,Göteborg,9370,0,14,2009-04-06T20:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251019,1,Helsingborg,9373,1,4,Göteborg,9370,0,14,2009-04-06T20:00+0200,Allsvenskan,32911,Marcus Lantz,45,home,1,0,11,11,0,0
1251020,2,Örebro,9379,0,14,Elfsborg,9369,1,6,2009-04-10T15:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251020,2,Örebro,9379,0,14,Elfsborg,9369,1,6,2009-04-10T15:00+0200,Allsvenskan,32911,Joel Johansson,84,visiting,0,1,11,11,0,0
1251021,2,Brommapojkarna,19721,2,4,Häcken,19740,0,15,2009-04-10T15:00+0200,Allsvenskan,32911,,,,0,0,,,,
1251021,2,Brommapojkarna,19721,2,4,Häcken,19740,0,15,2009-04-10T15:00+0200,Allsvenskan,32911,Olof Guterstam,72,home,1,0,11,11,0,0
1251021,2,Brommapojkarna,19721,2,4,Häcken,19740,0,15,2009-04-10T15:00+0200,Allsvenskan,32911,Joakim Runnemo,90,home,2,0,11,11,0,0
1251022,2,Halmstad,9371,1,12,Trelleborgs FF,9377,1,10,2009-04-10T15:00+0200,Allsvenskan,32911,,,,0,0,,,,
