hl_id,matchid,bl_slutmal,bl_namn,omgang,hl_pos,hl_namn,hl_slutmal,sasong,bl_pos,bl_id
9373,1588753,0,Elfsborg,2,2,Helsingborg,1,2011-04-02T00:00+0200,9,9369
9374,1588754,2,Djurgården,2,6,Kalmar FF,3,2011-04-02T00:00+0200,11,9368
9375,1588755,1,Halmstad,2,1,Malmö FF,3,2011-04-02T00:00+0200,13,9371
9368,1588756,1,Malmö FF,3,12,Djurgården,0,2011-04-02T00:00+0200,1,9375
9371,1588757,2,Gais,3,13,Halmstad,0,2011-04-02T00:00+0200,5,9382
9389,1588758,0,Kalmar FF,3,11,Mjällby,1,2011-04-02T00:00+0200,10,9374
23026,1588759,5,Häcken,3,14,Syrianska,1,2011-04-02T00:00+0200,4,19740
9369,1588760,2,AIK,3,9,Elfsborg,2,2011-04-02T00:00+0200,8,9367
9377,1588761,2,Norrköping,3,16,Trelleborgs FF,1,2011-04-02T00:00+0200,6,9376
9370,1588762,2,Helsingborg,3,15,IFK Göteborg,1,2011-04-02T00:00+0200,2,9373
9379,1588763,3,Gefle,3,7,Örebro,2,2011-04-02T00:00+0200,3,9400
9382,1588764,1,Djurgården,4,3,Gais,2,2011-04-02T00:00+0200,13,9368
9376,1588765,0,Halmstad,4,4,Norrköping,2,2011-04-02T00:00+0200,15,9371
9374,1588766,1,Elfsborg,4,8,Kalmar FF,2,2011-04-02T00:00+0200,10,9369
9375,1588767,0,Mjällby,4,1,Malmö FF,1,2011-04-02T00:00+0200,11,9389
9400,1588768,2,Trelleborgs FF,4,7,Gefle,1,2011-04-02T00:00+0200,12,9377
19740,1588769,2,Örebro,4,9,Häcken,1,2011-04-02T00:00+0200,5,9379
9367,1588770,0,IFK Göteborg,4,6,AIK,2,2011-04-02T00:00+0200,16,9370
9373,1588771,0,Syrianska,4,2,Helsingborg,1,2011-04-02T00:00+0200,14,23026
9368,1588772,3,Norrköping,5,16,Djurgården,1,2011-04-02T00:00+0200,2,9376
9389,1588773,1,Gais,5,12,Mjällby,1,2011-04-02T00:00+0200,4,9382
9369,1588774,0,Malmö FF,5,9,Elfsborg,3,2011-04-02T00:00+0200,3,9375
9371,1588775,1,Trelleborgs FF,5,15,Halmstad,1,2011-04-02T00:00+0200,13,9377
19740,1588776,0,Gefle,5,8,Häcken,0,2011-04-02T00:00+0200,7,9400
23026,1588777,0,AIK,5,11,Syrianska,3,2011-04-02T00:00+0200,6,9367
9370,1588778,0,Kalmar FF,5,14,IFK Göteborg,2,2011-04-02T00:00+0200,10,9374
9379,1588779,1,Helsingborg,5,5,Örebro,1,2011-04-02T00:00+0200,1,9373
9382,1588780,2,Elfsborg,6,7,Gais,0,2011-04-02T00:00+0200,6,9369
9376,1588781,3,Mjällby,6,2,Norrköping,0,2011-04-02T00:00+0200,11,9389
9377,1588782,2,Djurgården,6,12,Trelleborgs FF,3,2011-04-02T00:00+0200,16,9368
9374,1588783,0,Syrianska,6,8,Kalmar FF,2,2011-04-02T00:00+0200,14,23026
9373,1588784,1,Häcken,6,1,Helsingborg,1,2011-04-02T00:00+0200,10,19740
9400,1588785,1,Halmstad,6,4,Gefle,2,2011-04-02T00:00+0200,15,9371
9367,1588786,0,Örebro,6,5,AIK,1,2011-04-02T00:00+0200,9,9379
9375,1588787,2,IFK Göteborg,6,3,Malmö FF,0,2011-04-02T00:00+0200,13,9370
9379,1588788,2,Kalmar FF,7,10,Örebro,1,2011-04-02T00:00+0200,3,9374
19740,1588789,1,AIK,7,6,Häcken,3,2011-04-02T00:00+0200,7,9367
9368,1588790,0,Halmstad,7,15,Djurgården,2,2011-04-02T00:00+0200,16,9371
9389,1588791,1,Trelleborgs FF,7,13,Mjällby,0,2011-04-02T00:00+0200,11,9377
23026,1588792,0,Malmö FF,7,14,Syrianska,0,2011-04-02T00:00+0200,4,9375
9370,1588793,1,Gais,7,12,IFK Göteborg,2,2011-04-02T00:00+0200,9,9382
9369,1588794,1,Norrköping,7,2,Elfsborg,2,2011-04-02T00:00+0200,5,9376
9373,1588795,0,Gefle,7,1,Helsingborg,3,2011-04-02T00:00+0200,8,9400
9371,1588796,0,Mjällby,8,16,Halmstad,1,2011-04-02T00:00+0200,13,9389
9374,1588797,0,Häcken,8,2,Kalmar FF,2,2011-04-02T00:00+0200,10,19740
9400,1588798,0,Djurgården,8,9,Gefle,0,2011-04-02T00:00+0200,14,9368
9375,1588799,1,Örebro,8,3,Malmö FF,2,2011-04-02T00:00+0200,12,9379
9376,1588800,2,IFK Göteborg,8,7,Norrköping,2,2011-04-02T00:00+0200,11,9370
9382,1588801,0,Syrianska,8,5,Gais,1,2011-04-02T00:00+0200,15,23026
9377,1588802,0,Elfsborg,8,8,Trelleborgs FF,3,2011-04-02T00:00+0200,6,9369
9367,1588803,1,Helsingborg,8,4,AIK,2,2011-04-02T00:00+0200,1,9373
9373,1588804,0,Kalmar FF,9,1,Helsingborg,1,2011-04-02T00:00+0200,4,9374
19740,1588805,1,Malmö FF,9,11,Häcken,1,2011-04-02T00:00+0200,2,9375
9367,1588807,2,Gefle,9,6,AIK,0,2011-04-02T00:00+0200,5,9400
9370,1588806,1,Trelleborgs FF,9,12,IFK Göteborg,1,2011-04-02T00:00+0200,7,9377
23026,1588808,0,Norrköping,9,14,Syrianska,3,2011-04-02T00:00+0200,10,9376
9379,1588809,1,Gais,9,9,Örebro,3,2011-04-02T00:00+0200,8,9382
9369,1588810,2,Halmstad,9,3,Elfsborg,3,2011-04-02T00:00+0200,16,9371
9389,1588811,0,Djurgården,9,13,Mjällby,3,2011-04-02T00:00+0200,15,9368
9375,1754391,3,Helsingborg,10,4,Malmö FF,0,2011-04-02T00:00+0200,1,9373
9376,1588814,2,Örebro,10,11,Norrköping,0,2011-04-02T00:00+0200,5,9379
9374,1588815,0,AIK,10,3,Kalmar FF,1,2011-04-02T00:00+0200,9,9367
9377,1588813,1,Syrianska,10,10,Trelleborgs FF,0,2011-04-02T00:00+0200,14,23026
9368,1588816,1,Elfsborg,10,15,Djurgården,0,2011-04-02T00:00+0200,2,9369
9371,1588817,2,IFK Göteborg,10,16,Halmstad,1,2011-04-02T00:00+0200,8,9370
9400,1588818,0,Mjällby,10,7,Gefle,0,2011-04-02T00:00+0200,13,9389
9382,1588819,0,Häcken,10,6,Gais,1,2011-04-02T00:00+0200,12,19740
19740,1588821,2,Norrköping,11,12,Häcken,2,2011-04-02T00:00+0200,10,9376
23026,1588822,0,Halmstad,11,13,Syrianska,0,2011-04-02T00:00+0200,16,9371
9374,1588823,0,Gefle,11,3,Kalmar FF,0,2011-04-02T00:00+0200,6,9400
9369,1588827,0,Mjällby,11,2,Elfsborg,4,2011-04-02T00:00+0200,14,9389
9367,1588825,0,Malmö FF,11,7,AIK,2,2011-04-02T00:00+0200,8,9375
9379,1588820,2,Trelleborgs FF,11,4,Örebro,4,2011-04-02T00:00+0200,9,9377
9373,1588824,1,Gais,11,1,Helsingborg,1,2011-04-02T00:00+0200,5,9382
9370,1588826,4,Djurgården,11,11,IFK Göteborg,0,2011-04-02T00:00+0200,15,9368
9371,1588828,0,Örebro,12,16,Halmstad,0,2011-04-02T00:00+0200,3,9379
9400,1588829,0,Elfsborg,12,5,Gefle,1,2011-04-02T00:00+0200,2,9369
9377,1588830,4,Häcken,12,12,Trelleborgs FF,1,2011-04-02T00:00+0200,10,19740
9389,1588831,2,IFK Göteborg,12,15,Mjällby,0,2011-04-02T00:00+0200,9,9370
9376,1588832,0,Helsingborg,12,11,Norrköping,0,2011-04-02T00:00+0200,1,9373
9382,1588833,0,AIK,12,4,Gais,2,2011-04-02T00:00+0200,8,9367
9368,1588834,0,Syrianska,12,14,Djurgården,3,2011-04-02T00:00+0200,13,23026
9375,1588835,0,Kalmar FF,12,7,Malmö FF,2,2011-04-02T00:00+0200,6,9374
19740,1588836,1,Halmstad,13,9,Häcken,3,2011-04-02T00:00+0200,16,9371
9370,1588837,1,Elfsborg,13,10,IFK Göteborg,1,2011-04-02T00:00+0200,2,9369
9367,1588838,0,Norrköping,13,8,AIK,3,2011-04-02T00:00+0200,12,9376
23026,1588839,1,Mjällby,13,11,Syrianska,3,2011-04-02T00:00+0200,15,9389
9379,1588840,2,Djurgården,13,6,Örebro,1,2011-04-02T00:00+0200,13,9368
9373,1588841,3,Trelleborgs FF,13,1,Helsingborg,7,2011-04-02T00:00+0200,14,9377
9374,1588842,1,Gais,13,3,Kalmar FF,2,2011-04-02T00:00+0200,7,9382
9375,1588843,0,Gefle,13,5,Malmö FF,0,2011-04-02T00:00+0200,4,9400
9389,1588844,1,Örebro,14,14,Mjällby,2,2011-04-02T00:00+0200,8,9379
9382,1588845,0,Malmö FF,14,5,Gais,2,2011-04-02T00:00+0200,7,9375
9377,1588846,2,AIK,14,15,Trelleborgs FF,1,2011-04-02T00:00+0200,6,9367
9400,1588847,0,IFK Göteborg,14,4,Gefle,1,2011-04-02T00:00+0200,10,9370
9368,1588849,0,Häcken,14,11,Djurgården,1,2011-04-02T00:00+0200,9,19740
9369,1588848,1,Syrianska,14,2,Elfsborg,2,2011-04-02T00:00+0200,12,23026
9371,1588850,2,Helsingborg,14,16,Halmstad,1,2011-04-02T00:00+0200,1,9373
9376,1588851,2,Kalmar FF,14,13,Norrköping,1,2011-04-02T00:00+0200,3,9374
23026,1588852,2,IFK Göteborg,15,12,Syrianska,1,2011-04-02T00:00+0200,9,9370
9374,1588853,2,Trelleborgs FF,15,3,Kalmar FF,3,2011-04-02T00:00+0200,14,9377
9382,1588854,3,Gefle,15,7,Gais,2,2011-04-02T00:00+0200,4,9400
9379,1588855,3,Elfsborg,15,10,Örebro,0,2011-04-02T00:00+0200,2,9369
9375,1588858,1,Norrköping,15,6,Malmö FF,2,2011-04-02T00:00+0200,13,9376
9371,1588856,3,AIK,15,16,Halmstad,1,2011-04-02T00:00+0200,5,9367
19740,1588857,0,Mjällby,15,8,Häcken,6,2011-04-02T00:00+0200,15,9389
9368,1588859,1,Helsingborg,15,11,Djurgården,1,2011-04-02T00:00+0200,1,9373
9400,1588860,3,Gais,16,5,Gefle,1,2011-04-02T00:00+0200,6,9382
9377,1588861,2,Kalmar FF,16,12,Trelleborgs FF,3,2011-04-02T00:00+0200,4,9374
9376,1588863,0,Malmö FF,16,13,Norrköping,0,2011-04-02T00:00+0200,8,9375
9389,1588862,2,Häcken,16,15,Mjällby,1,2011-04-02T00:00+0200,7,19740
9370,1588864,0,Syrianska,16,9,IFK Göteborg,3,2011-04-02T00:00+0200,14,23026
9369,1588865,0,Örebro,16,2,Elfsborg,3,2011-04-02T00:00+0200,10,9379
9373,1588866,0,Djurgården,16,1,Helsingborg,3,2011-04-02T00:00+0200,11,9368
9367,1588867,0,Halmstad,16,3,AIK,4,2011-04-02T00:00+0200,16,9371
9376,1588870,1,Syrianska,17,13,Norrköping,2,2011-04-02T00:00+0200,14,23026
9368,1588869,0,Mjällby,17,10,Djurgården,1,2011-04-02T00:00+0200,15,9389
9400,1588871,3,AIK,17,7,Gefle,0,2011-04-02T00:00+0200,3,9367
9382,1588872,1,Örebro,17,4,Gais,4,2011-04-02T00:00+0200,11,9379
9371,1588873,2,Elfsborg,17,16,Halmstad,1,2011-04-02T00:00+0200,2,9369
9377,1588874,0,IFK Göteborg,17,12,Trelleborgs FF,2,2011-04-02T00:00+0200,9,9370
9374,1588875,2,Helsingborg,17,5,Kalmar FF,1,2011-04-02T00:00+0200,1,9373
9373,1588876,2,Malmö FF,18,1,Helsingborg,2,2011-04-02T00:00+0200,6,9375
23026,1588877,1,Trelleborgs FF,18,14,Syrianska,4,2011-04-02T00:00+0200,12,9377
9389,1588878,1,Gefle,18,15,Mjällby,5,2011-04-02T00:00+0200,9,9400
19740,1588879,0,Gais,18,7,Häcken,2,2011-04-02T00:00+0200,4,9382
9367,1588880,1,Kalmar FF,18,3,AIK,2,2011-04-02T00:00+0200,5,9374
9379,1588881,0,Norrköping,18,10,Örebro,2,2011-04-02T00:00+0200,13,9376
9370,1588882,1,Halmstad,18,8,IFK Göteborg,3,2011-04-02T00:00+0200,16,9371
9369,1588883,1,Djurgården,18,2,Elfsborg,2,2011-04-02T00:00+0200,11,9368
9376,1588886,1,Trelleborgs FF,19,11,Norrköping,2,2011-04-02T00:00+0200,14,9377
9373,1588887,1,IFK Göteborg,19,1,Helsingborg,2,2011-04-02T00:00+0200,8,9370
9400,1588888,1,Örebro,19,9,Gefle,0,2011-04-02T00:00+0200,10,9379
19740,1588884,0,Syrianska,19,6,Häcken,4,2011-04-02T00:00+0200,15,23026
9367,1588889,1,Elfsborg,19,3,AIK,0,2011-04-02T00:00+0200,2,9369
9374,1588890,3,Mjällby,19,7,Kalmar FF,0,2011-04-02T00:00+0200,13,9389
9382,1588891,1,Halmstad,19,4,Gais,2,2011-04-02T00:00+0200,16,9371
9370,1588893,1,AIK,20,7,IFK Göteborg,3,2011-04-02T00:00+0200,3,9367
9389,1588898,1,Malmö FF,20,14,Mjällby,1,2011-04-02T00:00+0200,5,9375
9377,1588897,0,Gefle,20,11,Trelleborgs FF,2,2011-04-02T00:00+0200,10,9400
23026,1588892,2,Helsingborg,20,15,Syrianska,1,2011-04-02T00:00+0200,1,9373
9371,1588896,4,Norrköping,20,16,Halmstad,5,2011-04-02T00:00+0200,13,9376
9379,1588899,0,Häcken,20,9,Örebro,4,2011-04-02T00:00+0200,6,19740
9369,1588894,0,Kalmar FF,20,2,Elfsborg,0,2011-04-02T00:00+0200,8,9374
9368,1588895,2,Gais,20,12,Djurgården,2,2011-04-02T00:00+0200,4,9382
9371,1588902,1,Häcken,21,16,Halmstad,0,2011-04-02T00:00+0200,5,19740
9389,1588905,0,Syrianska,21,11,Mjällby,3,2011-04-02T00:00+0200,15,23026
9377,1588903,3,Helsingborg,21,12,Trelleborgs FF,1,2011-04-02T00:00+0200,1,9373
9382,1588907,0,Kalmar FF,21,4,Gais,1,2011-04-02T00:00+0200,9,9374
9368,1588901,2,Örebro,21,13,Djurgården,0,2011-04-02T00:00+0200,7,9379
9376,1588904,1,AIK,21,14,Norrköping,0,2011-04-02T00:00+0200,3,9367
9369,1588900,2,IFK Göteborg,21,2,Elfsborg,3,2011-04-02T00:00+0200,8,9370
9374,1588913,0,Norrköping,22,8,Kalmar FF,5,2011-04-02T00:00+0200,14,9376
9375,1588914,1,Gais,22,6,Malmö FF,2,2011-04-02T00:00+0200,5,9382
23026,1588908,2,Elfsborg,22,15,Syrianska,0,2011-04-02T00:00+0200,2,9369
19740,1588911,0,Djurgården,22,4,Häcken,2,2011-04-02T00:00+0200,13,9368
9367,1588912,0,Trelleborgs FF,22,3,AIK,3,2011-04-02T00:00+0200,12,9377
9373,1588915,1,Halmstad,22,1,Helsingborg,2,2011-04-02T00:00+0200,16,9371
9370,1588909,0,Gefle,22,7,IFK Göteborg,3,2011-04-02T00:00+0200,10,9400
9379,1588910,2,Mjällby,22,9,Örebro,0,2011-04-02T00:00+0200,11,9389
9376,1588965,1,Djurgården,23,12,Norrköping,2,2011-04-02T00:00+0200,14,9368
9377,1588964,1,Halmstad,23,13,Trelleborgs FF,0,2011-04-02T00:00+0200,16,9371
9374,1588968,0,IFK Göteborg,23,8,Kalmar FF,0,2011-04-02T00:00+0200,7,9370
9400,1588966,2,Häcken,23,10,Gefle,2,2011-04-02T00:00+0200,6,19740
9373,1588971,0,Örebro,23,1,Helsingborg,2,2011-04-02T00:00+0200,9,9379
9367,1588967,0,Syrianska,23,3,AIK,1,2011-04-02T00:00+0200,15,23026
9375,1588969,1,Elfsborg,23,5,Malmö FF,2,2011-04-02T00:00+0200,2,9369
9382,1588970,0,Mjällby,23,4,Gais,3,2011-04-02T00:00+0200,11,9389
9400,1588906,0,Malmö FF,21,10,Gefle,2,2011-04-02T00:00+0200,6,9375
19740,1588979,1,Helsingborg,24,6,Häcken,1,2011-04-02T00:00+0200,1,9373
9389,1588977,0,Norrköping,24,11,Mjällby,0,2011-04-02T00:00+0200,12,9376
23026,1588972,1,Kalmar FF,24,15,Syrianska,2,2011-04-02T00:00+0200,8,9374
9370,1588973,0,Malmö FF,24,7,IFK Göteborg,0,2011-04-02T00:00+0200,5,9375
9368,1588975,3,Trelleborgs FF,24,13,Djurgården,4,2011-04-02T00:00+0200,14,9377
9369,1588974,3,Gais,24,2,Elfsborg,1,2011-04-02T00:00+0200,4,9382
9371,1588976,2,Gefle,24,16,Halmstad,2,2011-04-02T00:00+0200,10,9400
9379,1588978,2,AIK,24,9,Örebro,1,2011-04-02T00:00+0200,3,9367
9389,1588947,2,AIK,26,13,Mjällby,0,2011-04-02T00:00+0200,3,9367
9382,1588939,2,Norrköping,25,5,Gais,1,2011-04-02T00:00+0200,11,9376
9374,1588937,0,Halmstad,25,8,Kalmar FF,1,2011-04-02T00:00+0200,16,9371
9400,1588932,1,Syrianska,25,9,Gefle,2,2011-04-02T00:00+0200,15,23026
9373,1588935,0,Mjällby,25,1,Helsingborg,3,2011-04-02T00:00+0200,13,9389
9379,1588933,2,IFK Göteborg,25,10,Örebro,0,2011-04-02T00:00+0200,7,9370
19740,1588934,0,Elfsborg,25,4,Häcken,2,2011-04-02T00:00+0200,2,9369
9375,1588938,1,Trelleborgs FF,25,6,Malmö FF,1,2011-04-02T00:00+0200,14,9377
9367,1588936,1,Djurgården,25,3,AIK,0,2011-04-02T00:00+0200,12,9368
23026,1588940,1,Örebro,26,14,Syrianska,3,2011-04-02T00:00+0200,10,9379
9369,1588942,2,Helsingborg,26,2,Elfsborg,3,2011-04-02T00:00+0200,1,9373
9371,1588944,5,Malmö FF,26,16,Halmstad,1,2011-04-02T00:00+0200,5,9375
9377,1588945,1,Gais,26,15,Trelleborgs FF,0,2011-04-02T00:00+0200,4,9382
9376,1588946,1,Gefle,26,12,Norrköping,1,2011-04-02T00:00+0200,9,9400
9370,1588941,2,Häcken,26,7,IFK Göteborg,2,2011-04-02T00:00+0200,6,19740
9368,1588943,1,Kalmar FF,26,11,Djurgården,2,2011-04-02T00:00+0200,8,9374
9389,1588952,1,Elfsborg,27,12,Mjällby,2,2011-04-02T00:00+0200,3,9369
9371,1588949,1,Syrianska,27,16,Halmstad,0,2011-04-02T00:00+0200,14,23026
9376,1588951,1,Häcken,27,13,Norrköping,0,2011-04-02T00:00+0200,4,19740
9382,1588955,3,Helsingborg,27,5,Gais,1,2011-04-02T00:00+0200,1,9373
9377,1588950,1,Örebro,27,15,Trelleborgs FF,1,2011-04-02T00:00+0200,10,9379
9375,1588954,1,AIK,27,6,Malmö FF,1,2011-04-02T00:00+0200,2,9367
9368,1588948,2,IFK Göteborg,27,11,Djurgården,1,2011-04-02T00:00+0200,7,9370
9400,1588953,1,Kalmar FF,27,9,Gefle,1,2011-04-02T00:00+0200,8,9374
23026,1588956,0,Djurgården,28,14,Syrianska,0,2011-04-02T00:00+0200,12,9368
9370,1588957,1,Mjällby,28,7,IFK Göteborg,0,2011-04-02T00:00+0200,11,9389
9367,1588961,1,Gais,28,3,AIK,2,2011-04-02T00:00+0200,6,9382
9369,1588958,0,Gefle,28,2,Elfsborg,3,2011-04-02T00:00+0200,9,9400
9373,1588963,1,Norrköping,28,1,Helsingborg,1,2011-04-02T00:00+0200,13,9376
9379,1588959,0,Halmstad,28,10,Örebro,1,2011-04-02T00:00+0200,16,9371
19740,1588960,0,Trelleborgs FF,28,4,Häcken,1,2011-04-02T00:00+0200,15,9377
9374,1588962,2,Malmö FF,28,8,Kalmar FF,1,2011-04-02T00:00+0200,5,9375
9375,1588868,0,Häcken,17,6,Malmö FF,1,2011-04-02T00:00+0200,8,19740
9375,1588885,0,Djurgården,19,5,Malmö FF,1,2011-04-02T00:00+0200,12,9368
9374,1588921,1,Örebro,29,8,Kalmar FF,4,2011-04-02T00:00+0200,11,9379
9377,1588917,2,Mjällby,29,15,Trelleborgs FF,1,2011-04-02T00:00+0200,10,9389
9376,1588918,1,Elfsborg,29,13,Norrköping,2,2011-04-02T00:00+0200,3,9369
9367,1588920,1,Häcken,29,2,AIK,2,2011-04-02T00:00+0200,5,19740
9371,1588916,3,Djurgården,29,16,Halmstad,1,2011-04-02T00:00+0200,12,9368
9400,1588919,0,Helsingborg,29,9,Gefle,2,2011-04-02T00:00+0200,1,9373
9375,1588922,0,Syrianska,29,4,Malmö FF,1,2011-04-02T00:00+0200,14,23026
9382,1588923,0,IFK Göteborg,29,6,Gais,1,2011-04-02T00:00+0200,7,9370
23026,1588924,2,Gais,30,14,Syrianska,0,2011-04-02T00:00+0200,5,9382
9370,1588925,0,Norrköping,30,7,IFK Göteborg,3,2011-04-02T00:00+0200,13,9376
9369,1588926,0,Trelleborgs FF,30,3,Elfsborg,3,2011-04-02T00:00+0200,15,9377
9368,1588927,1,Gefle,30,11,Djurgården,1,2011-04-02T00:00+0200,9,9400
9389,1588928,0,Halmstad,30,10,Mjällby,2,2011-04-02T00:00+0200,16,9371
9379,1588929,2,Malmö FF,30,12,Örebro,1,2011-04-02T00:00+0200,4,9375
9373,1588930,1,AIK,30,1,Helsingborg,1,2011-04-02T00:00+0200,2,9367
19740,1588931,2,Kalmar FF,30,6,Häcken,1,2011-04-02T00:00+0200,8,9374
9374,1417575,3,IFK Göteborg,1,0,Kalmar FF,0,2010-03-13T00:00+0100,0,9370
9371,1417576,0,Trelleborgs FF,1,0,Halmstad,0,2010-03-13T00:00+0100,0,9377
19740,1417577,1,Djurgården,1,0,Häcken,2,2010-03-13T00:00+0100,0,9368
9373,1417578,0,Brommapojkarna,1,0,Helsingborg,1,2010-03-13T00:00+0100,0,19721
9367,1417580,0,Mjällby,1,0,AIK,0,2010-03-13T00:00+0100,0,9389
9382,1417579,0,Malmö FF,1,0,Gais,0,2010-03-13T00:00+0100,0,9375
9400,1417581,0,Elfsborg,1,0,Gefle,0,2010-03-13T00:00+0100,0,9369
9379,1417582,0,Åtvidaberg,1,0,Örebro,2,2010-03-13T00:00+0100,0,9393
19721,1417583,0,AIK,2,11,Brommapojkarna,0,2010-03-13T00:00+0100,10,9367
9389,1417584,0,Gais,2,5,Mjällby,3,2010-03-13T00:00+0100,13,9382
9377,1417585,1,Kalmar FF,2,9,Trelleborgs FF,1,2010-03-13T00:00+0100,12,9374
9368,1417586,1,Helsingborg,2,15,Djurgården,0,2010-03-13T00:00+0100,2,9373
9393,1417587,1,Gefle,2,16,Åtvidaberg,0,2010-03-13T00:00+0100,6,9400
9369,1417588,0,Halmstad,2,3,Elfsborg,6,2010-03-13T00:00+0100,14,9371
9370,1417589,1,Häcken,2,7,IFK Göteborg,0,2010-03-13T00:00+0100,1,19740
9375,1417590,0,Örebro,2,4,Malmö FF,3,2010-03-13T00:00+0100,8,9379
9374,1417591,2,Elfsborg,3,14,Kalmar FF,2,2010-03-13T00:00+0100,5,9369
9400,1417593,3,Malmö FF,3,7,Gefle,1,2010-03-13T00:00+0100,3,9375
9371,1417592,0,Åtvidaberg,3,8,Halmstad,4,2010-03-13T00:00+0100,16,9393
9382,1417594,1,AIK,3,6,Gais,3,2010-03-13T00:00+0100,13,9367
9379,1417595,2,Mjällby,3,10,Örebro,0,2010-03-13T00:00+0100,4,9389
9373,1417596,0,IFK Göteborg,3,2,Helsingborg,2,2010-03-13T00:00+0100,9,9370
19740,1417597,2,Trelleborgs FF,3,1,Häcken,4,2010-03-13T00:00+0100,12,9377
9368,1417598,0,Brommapojkarna,3,15,Djurgården,0,2010-03-13T00:00+0100,11,19721
9367,1417599,1,Örebro,4,15,AIK,0,2010-03-13T00:00+0100,7,9379
9389,1417600,3,Gefle,4,4,Mjällby,1,2010-03-13T00:00+0100,5,9400
9377,1417601,0,Helsingborg,4,12,Trelleborgs FF,0,2010-03-13T00:00+0100,2,9373
19721,1417602,0,Gais,4,8,Brommapojkarna,1,2010-03-13T00:00+0100,11,9382
9370,1417603,1,Djurgården,4,10,IFK Göteborg,1,2010-03-13T00:00+0100,14,9368
9375,1417604,1,Halmstad,4,3,Malmö FF,1,2010-03-13T00:00+0100,9,9371
9369,1417605,0,Häcken,4,6,Elfsborg,0,2010-03-13T00:00+0100,1,19740
9393,1417606,0,Kalmar FF,4,16,Åtvidaberg,0,2010-03-13T00:00+0100,13,9374
19740,1417607,0,Åtvidaberg,5,3,Häcken,0,2010-03-13T00:00+0100,16,9393
9373,1417608,1,Elfsborg,5,1,Helsingborg,2,2010-03-13T00:00+0100,7,9369
9371,1417612,2,Mjällby,5,12,Halmstad,1,2010-03-13T00:00+0100,4,9389
9400,1417609,0,AIK,5,5,Gefle,1,2010-03-13T00:00+0100,15,9367
9370,1417610,1,Brommapojkarna,5,11,IFK Göteborg,1,2010-03-13T00:00+0100,8,19721
9374,1417611,3,Malmö FF,5,13,Kalmar FF,2,2010-03-13T00:00+0100,2,9375
9368,1417613,0,Trelleborgs FF,5,10,Djurgården,3,2010-03-13T00:00+0100,14,9377
9379,1417614,2,Gais,5,9,Örebro,0,2010-03-13T00:00+0100,6,9382
9367,1417615,1,Halmstad,6,15,AIK,0,2010-03-13T00:00+0100,9,9371
9375,1417616,1,Häcken,6,2,Malmö FF,3,2010-03-13T00:00+0100,4,19740
9393,1417617,3,Helsingborg,6,16,Åtvidaberg,0,2010-03-13T00:00+0100,1,9373
9369,1417618,1,Djurgården,6,7,Elfsborg,3,2010-03-13T00:00+0100,12,9368
9377,1417619,1,IFK Göteborg,6,11,Trelleborgs FF,2,2010-03-13T00:00+0100,13,9370
19721,1417620,1,Örebro,6,10,Brommapojkarna,0,2010-03-13T00:00+0100,8,9379
9389,1417621,0,Kalmar FF,6,3,Mjällby,0,2010-03-13T00:00+0100,14,9374
9382,1417622,1,Gefle,6,5,Gais,2,2010-03-13T00:00+0100,6,9400
9370,1417623,1,Elfsborg,7,11,IFK Göteborg,5,2010-03-13T00:00+0100,9,9369
9371,1417624,0,Gais,7,5,Halmstad,3,2010-03-13T00:00+0100,8,9382
9400,1417625,3,Örebro,7,7,Gefle,1,2010-03-13T00:00+0100,4,9379
9377,1417626,1,Brommapojkarna,7,13,Trelleborgs FF,0,2010-03-13T00:00+0100,10,19721
19740,1417627,1,Mjällby,7,6,Häcken,0,2010-03-13T00:00+0100,3,9389
9374,1417628,3,AIK,7,15,Kalmar FF,0,2010-03-13T00:00+0100,14,9367
9368,1417629,1,Åtvidaberg,7,12,Djurgården,2,2010-03-13T00:00+0100,16,9393
9373,1417630,1,Malmö FF,7,1,Helsingborg,2,2010-03-13T00:00+0100,2,9375
9393,1417631,1,IFK Göteborg,8,16,Åtvidaberg,2,2010-03-13T00:00+0100,11,9370
9367,1417632,1,Häcken,8,13,AIK,1,2010-03-13T00:00+0100,6,19740
9382,1417633,2,Kalmar FF,8,9,Gais,2,2010-03-13T00:00+0100,15,9374
19721,1417634,1,Gefle,8,7,Brommapojkarna,2,2010-03-13T00:00+0100,10,9400
9369,1417635,1,Trelleborgs FF,8,5,Elfsborg,4,2010-03-13T00:00+0100,14,9377
9379,1417636,0,Halmstad,8,3,Örebro,3,2010-03-13T00:00+0100,8,9371
9375,1417637,1,Djurgården,8,2,Malmö FF,2,2010-03-13T00:00+0100,12,9368
9389,1417638,1,Helsingborg,8,4,Mjällby,0,2010-03-13T00:00+0100,1,9373
9371,1417639,0,Gefle,9,7,Halmstad,1,2010-03-13T00:00+0100,11,9400
9374,1417640,1,Örebro,9,13,Kalmar FF,4,2010-03-13T00:00+0100,4,9379
19740,1417641,2,Gais,9,9,Häcken,0,2010-03-13T00:00+0100,6,9382
9377,1417642,3,Åtvidaberg,9,16,Trelleborgs FF,0,2010-03-13T00:00+0100,14,9393
9373,1417643,0,AIK,9,1,Helsingborg,1,2010-03-13T00:00+0100,15,9367
9370,1417644,2,Malmö FF,9,12,IFK Göteborg,0,2010-03-13T00:00+0100,2,9375
