hl_id,bl_form10,matchid,bl_form5,bl_slutmal,hl_form5,bl_namn,hl_form10,omgang,hl_pos,hl_namn,hl_slutmal,sasong,bl_pos,bl_id
9377,0,1588743,0,4,0,Malmö FF,0,1,0,Trelleborgs FF,2,2011-04-02T00:00+0200,0,9375
9389,0,1588744,0,1,0,Helsingborg,0,1,0,Mjällby,0,2011-04-02T00:00+0200,0,9373
9370,0,1588745,0,1,0,Örebro,0,1,0,IFK Göteborg,0,2011-04-02T00:00+0200,0,9379
9369,0,1588746,0,1,0,Häcken,0,1,0,Elfsborg,2,2011-04-02T00:00+0200,0,19740
9368,0,1588747,0,0,0,AIK,0,1,0,Djurgården,0,2011-04-02T00:00+0200,0,9367
9379,0,1588748,0,0,0,Syrianska,0,2,3,Örebro,1,2011-04-02T00:00+0200,12,23026
9400,1,1588749,1,0,0,Norrköping,0,2,5,Gefle,2,2011-04-02T00:00+0200,10,9376
9382,-1,1588750,-1,0,-1,Trelleborgs FF,-1,2,7,Gais,4,2011-04-02T00:00+0200,16,9377
9367,-1,1588751,-1,0,0,Mjällby,0,2,4,AIK,3,2011-04-02T00:00+0200,15,9389
19740,-1,1588752,-1,1,-1,IFK Göteborg,-1,2,8,Häcken,3,2011-04-02T00:00+0200,14,9370
9373,1,1588753,1,0,0,Elfsborg,0,2,2,Helsingborg,1,2011-04-02T00:00+0200,9,9369
9374,0,1588754,0,2,0,Djurgården,0,2,6,Kalmar FF,3,2011-04-02T00:00+0200,11,9368
9375,0,1588755,0,1,0,Halmstad,0,2,1,Malmö FF,3,2011-04-02T00:00+0200,13,9371
9368,1,1588756,1,1,-1,Malmö FF,-1,3,12,Djurgården,0,2011-04-02T00:00+0200,1,9375
9371,0,1588757,0,2,-1,Gais,-1,3,13,Halmstad,0,2011-04-02T00:00+0200,5,9382
9389,1,1588758,1,0,-2,Kalmar FF,-2,3,11,Mjällby,1,2011-04-02T00:00+0200,10,9374
23026,0,1588759,0,5,-1,Häcken,-1,3,14,Syrianska,1,2011-04-02T00:00+0200,4,19740
9369,1,1588760,1,2,0,AIK,0,3,9,Elfsborg,2,2011-04-02T00:00+0200,8,9367
9377,0,1588761,0,2,-2,Norrköping,-2,3,16,Trelleborgs FF,1,2011-04-02T00:00+0200,6,9376
9370,1,1588762,1,2,-2,Helsingborg,-2,3,15,IFK Göteborg,1,2011-04-02T00:00+0200,2,9373
9379,1,1588763,1,3,1,Gefle,1,3,7,Örebro,2,2011-04-02T00:00+0200,3,9400
9382,-2,1588764,-2,1,0,Djurgården,0,4,3,Gais,2,2011-04-02T00:00+0200,13,9368
9376,-2,1588765,-2,0,0,Halmstad,0,4,4,Norrköping,2,2011-04-02T00:00+0200,15,9371
9374,0,1588766,0,1,0,Elfsborg,0,4,8,Kalmar FF,2,2011-04-02T00:00+0200,10,9369
9375,-1,1588767,-1,0,1,Mjällby,1,4,1,Malmö FF,1,2011-04-02T00:00+0200,11,9389
9400,-3,1588768,-3,2,1,Trelleborgs FF,1,4,7,Gefle,1,2011-04-02T00:00+0200,12,9377
19740,0,1588769,0,2,0,Örebro,0,4,9,Häcken,1,2011-04-02T00:00+0200,5,9379
9367,-3,1588770,-3,0,1,IFK Göteborg,1,4,6,AIK,2,2011-04-02T00:00+0200,16,9370
9373,-2,1588771,-2,0,1,Syrianska,1,4,2,Helsingborg,1,2011-04-02T00:00+0200,14,23026
9368,1,1588772,1,3,-3,Norrköping,-3,5,16,Djurgården,1,2011-04-02T00:00+0200,2,9376
9389,1,1588773,1,1,-2,Gais,-2,5,12,Mjällby,1,2011-04-02T00:00+0200,4,9382
9369,2,1588774,2,0,-1,Malmö FF,-1,5,9,Elfsborg,3,2011-04-02T00:00+0200,3,9375
9371,-3,1588775,-3,1,-3,Trelleborgs FF,-3,5,15,Halmstad,1,2011-04-02T00:00+0200,13,9377
19740,0,1588776,0,0,-1,Gefle,-1,5,8,Häcken,0,2011-04-02T00:00+0200,7,9400
23026,2,1588777,2,0,-3,AIK,-3,5,11,Syrianska,3,2011-04-02T00:00+0200,6,9367
9370,1,1588778,1,0,-4,Kalmar FF,-4,5,14,IFK Göteborg,2,2011-04-02T00:00+0200,10,9374
9379,2,1588779,2,1,0,Helsingborg,0,5,5,Örebro,1,2011-04-02T00:00+0200,1,9373
9382,0,1588780,0,2,1,Elfsborg,1,6,7,Gais,0,2011-04-02T00:00+0200,6,9369
9376,-2,1588781,-2,3,1,Mjällby,1,6,2,Norrköping,0,2011-04-02T00:00+0200,11,9389
9377,-4,1588782,-4,2,-3,Djurgården,-3,6,12,Trelleborgs FF,3,2011-04-02T00:00+0200,16,9368
9374,-2,1588783,-2,0,0,Syrianska,0,6,8,Kalmar FF,2,2011-04-02T00:00+0200,14,23026
9373,-1,1588784,-1,1,2,Häcken,2,6,1,Helsingborg,1,2011-04-02T00:00+0200,10,19740
9400,-3,1588785,-3,1,0,Halmstad,0,6,4,Gefle,2,2011-04-02T00:00+0200,15,9371
9367,0,1588786,0,0,1,Örebro,1,6,5,AIK,1,2011-04-02T00:00+0200,9,9379
9375,-3,1588787,-3,2,1,IFK Göteborg,1,6,3,Malmö FF,0,2011-04-02T00:00+0200,13,9370
9379,1,1588788,1,2,-1,Kalmar FF,-1,7,10,Örebro,1,2011-04-02T00:00+0200,3,9374
19740,2,1588789,2,1,0,AIK,-1,7,6,Häcken,3,2011-04-02T00:00+0200,7,9367
9368,-4,1588790,-4,0,-5,Halmstad,-5,7,15,Djurgården,2,2011-04-02T00:00+0200,16,9371
9389,-2,1588791,-1,1,-1,Trelleborgs FF,-2,7,13,Mjällby,0,2011-04-02T00:00+0200,11,9377
23026,0,1588792,0,0,-3,Malmö FF,-3,7,14,Syrianska,0,2011-04-02T00:00+0200,4,9375
9370,0,1588793,1,1,-2,Gais,-3,7,12,IFK Göteborg,2,2011-04-02T00:00+0200,9,9382
9369,0,1588794,-1,1,-1,Norrköping,0,7,2,Elfsborg,2,2011-04-02T00:00+0200,5,9376
9373,1,1588795,1,0,2,Gefle,2,7,1,Helsingborg,3,2011-04-02T00:00+0200,8,9400
9371,-3,1588796,-1,0,-4,Mjällby,-5,8,16,Halmstad,1,2011-04-02T00:00+0200,13,9389
9374,0,1588797,0,0,0,Häcken,1,8,2,Kalmar FF,2,2011-04-02T00:00+0200,10,19740
9400,-4,1588798,-3,0,-1,Djurgården,0,8,9,Gefle,0,2011-04-02T00:00+0200,14,9368
9375,-2,1588799,-3,1,-1,Örebro,0,8,3,Malmö FF,2,2011-04-02T00:00+0200,12,9379
9376,-2,1588800,0,2,-1,IFK Göteborg,-1,8,7,Norrköping,2,2011-04-02T00:00+0200,11,9370
9382,-3,1588801,-2,0,-1,Syrianska,-1,8,5,Gais,1,2011-04-02T00:00+0200,15,23026
9377,1,1588802,1,0,0,Elfsborg,-2,8,8,Trelleborgs FF,3,2011-04-02T00:00+0200,6,9369
9367,3,1588803,2,1,0,Helsingborg,1,8,4,AIK,2,2011-04-02T00:00+0200,1,9373
9373,2,1588804,2,0,1,Kalmar FF,2,9,1,Helsingborg,1,2011-04-02T00:00+0200,4,9374
19740,1,1588805,0,1,-1,Malmö FF,-1,9,11,Häcken,1,2011-04-02T00:00+0200,2,9375
9367,0,1588807,-1,2,1,Gefle,2,9,6,AIK,0,2011-04-02T00:00+0200,5,9400
9370,-1,1588806,2,1,1,Trelleborgs FF,-2,9,12,IFK Göteborg,1,2011-04-02T00:00+0200,7,9377
23026,-1,1588808,-1,0,-2,Norrköping,-4,9,14,Syrianska,3,2011-04-02T00:00+0200,10,9376
9379,0,1588809,0,1,-3,Gais,-3,9,9,Örebro,3,2011-04-02T00:00+0200,8,9382
9369,-4,1588810,-2,2,0,Halmstad,0,9,3,Elfsborg,3,2011-04-02T00:00+0200,16,9371
9389,-4,1588811,-2,0,-3,Djurgården,-4,9,13,Mjällby,3,2011-04-02T00:00+0200,15,9368
9375,3,1754391,1,3,-1,Helsingborg,1,10,4,Malmö FF,0,2011-04-02T00:00+0200,1,9373
9376,-2,1588814,-2,2,-3,Örebro,-2,10,11,Norrköping,0,2011-04-02T00:00+0200,5,9379
9374,1,1588815,-1,0,0,AIK,1,10,3,Kalmar FF,1,2011-04-02T00:00+0200,9,9367
9377,-3,1588813,0,1,2,Syrianska,-1,10,10,Trelleborgs FF,0,2011-04-02T00:00+0200,14,23026
9368,1,1588816,2,1,-2,Elfsborg,-5,10,15,Djurgården,0,2011-04-02T00:00+0200,2,9369
9371,-2,1588817,2,2,-2,IFK Göteborg,-5,10,16,Halmstad,1,2011-04-02T00:00+0200,8,9370
9400,-3,1588818,-1,0,0,Mjällby,0,10,7,Gefle,0,2011-04-02T00:00+0200,13,9389
9382,-1,1588819,0,0,-2,Häcken,-1,10,6,Gais,1,2011-04-02T00:00+0200,12,19740
19740,-4,1588821,-4,2,-1,Norrköping,-1,11,12,Häcken,2,2011-04-02T00:00+0200,10,9376
23026,-6,1588822,-3,0,-1,Halmstad,-3,11,13,Syrianska,0,2011-04-02T00:00+0200,16,9371
9374,0,1588823,0,0,2,Gefle,2,11,3,Kalmar FF,0,2011-04-02T00:00+0200,6,9400
9369,-2,1588827,-1,0,1,Mjällby,0,11,2,Elfsborg,4,2011-04-02T00:00+0200,14,9389
9367,0,1588825,-1,0,-1,Malmö FF,0,11,7,AIK,2,2011-04-02T00:00+0200,8,9375
9379,-1,1588820,1,2,-2,Trelleborgs FF,-2,11,4,Örebro,4,2011-04-02T00:00+0200,9,9377
9373,1,1588824,-1,1,1,Gais,3,11,1,Helsingborg,1,2011-04-02T00:00+0200,5,9382
9370,-6,1588826,-2,4,1,Djurgården,-1,11,11,IFK Göteborg,0,2011-04-02T00:00+0200,15,9368
9371,-2,1588828,0,0,-2,Örebro,-5,12,16,Halmstad,0,2011-04-02T00:00+0200,3,9379
9400,2,1588829,2,0,-1,Elfsborg,-1,12,5,Gefle,1,2011-04-02T00:00+0200,2,9369
9377,-2,1588830,-1,4,-1,Häcken,-1,12,12,Trelleborgs FF,1,2011-04-02T00:00+0200,10,19740
9389,-1,1588831,0,2,-2,IFK Göteborg,-2,12,15,Mjällby,0,2011-04-02T00:00+0200,9,9370
9376,2,1588832,1,0,-3,Helsingborg,-3,12,11,Norrköping,0,2011-04-02T00:00+0200,1,9373
9382,0,1588833,-1,0,0,AIK,0,12,4,Gais,2,2011-04-02T00:00+0200,8,9367
9368,-2,1588834,0,0,-1,Syrianska,-5,12,14,Djurgården,3,2011-04-02T00:00+0200,13,23026
9375,1,1588835,1,0,-1,Kalmar FF,-2,12,7,Malmö FF,2,2011-04-02T00:00+0200,6,9374
19740,-4,1588836,-1,1,-2,Halmstad,-2,13,9,Häcken,3,2011-04-02T00:00+0200,16,9371
9370,1,1588837,0,1,-1,Elfsborg,0,13,10,IFK Göteborg,1,2011-04-02T00:00+0200,2,9369
9367,-3,1588838,-2,0,-1,Norrköping,-1,13,8,AIK,3,2011-04-02T00:00+0200,12,9376
23026,-4,1588839,-2,1,-1,Mjällby,-2,13,11,Syrianska,3,2011-04-02T00:00+0200,15,9389
9379,-3,1588840,-1,2,1,Djurgården,-1,13,6,Örebro,1,2011-04-02T00:00+0200,13,9368
9373,-1,1588841,-2,3,0,Trelleborgs FF,2,13,1,Helsingborg,7,2011-04-02T00:00+0200,14,9377
9374,1,1588842,2,1,0,Gais,1,13,3,Kalmar FF,2,2011-04-02T00:00+0200,7,9382
9375,0,1588843,1,0,0,Gefle,-1,13,5,Malmö FF,0,2011-04-02T00:00+0200,4,9400
9389,-2,1588844,1,1,-2,Örebro,-4,14,14,Mjällby,2,2011-04-02T00:00+0200,8,9379
9382,-2,1588845,-1,0,0,Malmö FF,-1,14,5,Gais,2,2011-04-02T00:00+0200,7,9375
9377,-1,1588846,-1,2,-4,AIK,-2,14,15,Trelleborgs FF,1,2011-04-02T00:00+0200,6,9367
9400,1,1588847,-1,0,1,IFK Göteborg,1,14,4,Gefle,1,2011-04-02T00:00+0200,10,9370
9368,0,1588849,0,0,-1,Häcken,-2,14,11,Djurgården,1,2011-04-02T00:00+0200,9,19740
9369,0,1588848,1,1,1,Syrianska,2,14,2,Elfsborg,2,2011-04-02T00:00+0200,12,23026
9371,2,1588850,2,2,-3,Helsingborg,-4,14,16,Halmstad,1,2011-04-02T00:00+0200,1,9373
9376,1,1588851,0,2,-3,Kalmar FF,-5,14,13,Norrköping,1,2011-04-02T00:00+0200,3,9374
23026,-1,1588852,-2,2,-1,IFK Göteborg,-2,15,12,Syrianska,1,2011-04-02T00:00+0200,9,9370
9374,-3,1588853,-5,2,1,Trelleborgs FF,2,15,3,Kalmar FF,3,2011-04-02T00:00+0200,14,9377
9382,2,1588854,2,3,2,Gefle,0,15,7,Gais,2,2011-04-02T00:00+0200,4,9400
9379,2,1588855,1,3,-1,Elfsborg,-3,15,10,Örebro,0,2011-04-02T00:00+0200,2,9369
9375,-6,1588858,-3,1,-2,Norrköping,-2,15,6,Malmö FF,2,2011-04-02T00:00+0200,13,9376
9371,0,1588856,0,3,-3,AIK,-5,15,16,Halmstad,1,2011-04-02T00:00+0200,5,9367
19740,-3,1588857,-2,0,-1,Mjällby,-1,15,8,Häcken,6,2011-04-02T00:00+0200,15,9389
9368,2,1588859,1,1,1,Helsingborg,0,15,11,Djurgården,1,2011-04-02T00:00+0200,1,9373
9400,0,1588860,0,3,2,Gais,1,16,5,Gefle,1,2011-04-02T00:00+0200,6,9382
9377,2,1588861,1,2,-5,Kalmar FF,-5,16,12,Trelleborgs FF,3,2011-04-02T00:00+0200,4,9374
9376,0,1588863,0,0,-3,Malmö FF,-6,16,13,Norrköping,0,2011-04-02T00:00+0200,8,9375
9389,0,1588862,1,2,-3,Häcken,-4,16,15,Mjällby,1,2011-04-02T00:00+0200,7,19740
9370,-2,1588864,-2,0,-2,Syrianska,-1,16,9,IFK Göteborg,3,2011-04-02T00:00+0200,14,23026
9369,-3,1588865,-2,0,1,Örebro,2,16,2,Elfsborg,3,2011-04-02T00:00+0200,10,9379
9373,1,1588866,2,0,1,Djurgården,2,16,1,Helsingborg,3,2011-04-02T00:00+0200,11,9368
9367,-5,1588867,-3,0,1,Halmstad,-1,16,3,AIK,4,2011-04-02T00:00+0200,16,9371
9376,-3,1588870,-3,1,-3,Syrianska,-5,17,13,Norrköping,2,2011-04-02T00:00+0200,14,23026
9368,-4,1588869,-3,0,1,Mjällby,-1,17,10,Djurgården,1,2011-04-02T00:00+0200,15,9389
9400,1,1588871,1,3,1,AIK,1,17,7,Gefle,0,2011-04-02T00:00+0200,3,9367
9382,-3,1588872,-4,1,0,Örebro,1,17,4,Gais,4,2011-04-02T00:00+0200,11,9379
9371,2,1588873,1,2,-4,Elfsborg,-5,17,16,Halmstad,1,2011-04-02T00:00+0200,2,9369
9377,-1,1588874,0,0,-3,IFK Göteborg,-4,17,12,Trelleborgs FF,2,2011-04-02T00:00+0200,9,9370
9374,2,1588875,2,2,0,Helsingborg,1,17,5,Kalmar FF,1,2011-04-02T00:00+0200,1,9373
9373,0,1588876,1,2,2,Malmö FF,3,18,1,Helsingborg,2,2011-04-02T00:00+0200,6,9375
23026,-4,1588877,-1,1,-3,Trelleborgs FF,-3,18,14,Syrianska,4,2011-04-02T00:00+0200,12,9377
9389,0,1588878,-1,1,-3,Gefle,-4,18,15,Mjällby,5,2011-04-02T00:00+0200,9,9400
19740,1,1588879,0,0,0,Gais,-1,18,7,Häcken,2,2011-04-02T00:00+0200,4,9382
9367,-1,1588880,0,1,2,Kalmar FF,0,18,3,AIK,2,2011-04-02T00:00+0200,5,9374
9379,-4,1588881,-2,0,-5,Norrköping,-3,18,10,Örebro,2,2011-04-02T00:00+0200,13,9376
9370,-7,1588882,-5,1,-1,Halmstad,-2,18,8,IFK Göteborg,3,2011-04-02T00:00+0200,16,9371
9369,0,1588883,1,1,2,Djurgården,3,18,2,Elfsborg,2,2011-04-02T00:00+0200,11,9368
9376,-5,1588886,-1,1,-2,Trelleborgs FF,-4,19,11,Norrköping,2,2011-04-02T00:00+0200,14,9377
9373,-1,1588887,0,1,1,IFK Göteborg,2,19,1,Helsingborg,2,2011-04-02T00:00+0200,8,9370
9400,-3,1588888,-3,1,-2,Örebro,-1,19,9,Gefle,0,2011-04-02T00:00+0200,10,9379
19740,-3,1588884,-3,0,0,Syrianska,0,19,6,Häcken,4,2011-04-02T00:00+0200,15,23026
9367,3,1588889,3,1,2,Elfsborg,2,19,3,AIK,0,2011-04-02T00:00+0200,2,9369
9374,-4,1588890,-1,3,-2,Mjällby,-1,19,7,Kalmar FF,0,2011-04-02T00:00+0200,13,9389
9382,-7,1588891,-5,1,0,Halmstad,1,19,4,Gais,2,2011-04-02T00:00+0200,16,9371
9370,2,1588893,1,1,0,AIK,-2,20,7,IFK Göteborg,3,2011-04-02T00:00+0200,3,9367
9389,2,1588898,3,1,-2,Malmö FF,-4,20,14,Mjällby,1,2011-04-02T00:00+0200,5,9375
9377,-2,1588897,-4,0,-1,Gefle,-5,20,11,Trelleborgs FF,2,2011-04-02T00:00+0200,10,9400
23026,3,1588892,2,2,-3,Helsingborg,-4,20,15,Syrianska,1,2011-04-02T00:00+0200,1,9373
9371,-2,1588896,0,4,-5,Norrköping,-7,20,16,Halmstad,5,2011-04-02T00:00+0200,13,9376
9379,2,1588899,2,0,-2,Häcken,-3,20,9,Örebro,4,2011-04-02T00:00+0200,6,19740
9369,-3,1588894,-3,0,2,Kalmar FF,3,20,2,Elfsborg,0,2011-04-02T00:00+0200,8,9374
9368,1,1588895,0,2,-2,Gais,0,20,12,Djurgården,2,2011-04-02T00:00+0200,4,9382
9371,1,1588902,0,1,-3,Häcken,-6,21,16,Halmstad,0,2011-04-02T00:00+0200,5,19740
9389,-5,1588905,-3,0,-1,Syrianska,-3,21,11,Mjällby,3,2011-04-02T00:00+0200,15,23026
9377,3,1588903,2,3,1,Helsingborg,-3,21,12,Trelleborgs FF,1,2011-04-02T00:00+0200,1,9373
9382,-3,1588907,-4,0,1,Kalmar FF,1,21,4,Gais,1,2011-04-02T00:00+0200,9,9374
9368,-3,1588901,0,2,-2,Örebro,0,21,13,Djurgården,0,2011-04-02T00:00+0200,7,9379
9376,0,1588904,0,1,0,AIK,-3,21,14,Norrköping,0,2011-04-02T00:00+0200,3,9367
9369,0,1588900,1,2,2,IFK Göteborg,2,21,2,Elfsborg,3,2011-04-02T00:00+0200,8,9370
9374,-4,1588913,-1,0,-4,Norrköping,-3,22,8,Kalmar FF,5,2011-04-02T00:00+0200,14,9376
9375,1,1588914,2,1,1,Gais,1,22,6,Malmö FF,2,2011-04-02T00:00+0200,5,9382
23026,4,1588908,2,2,-3,Elfsborg,-5,22,15,Syrianska,0,2011-04-02T00:00+0200,2,9369
19740,-2,1588911,-2,0,0,Djurgården,1,22,4,Häcken,2,2011-04-02T00:00+0200,13,9368
9367,-3,1588912,-1,0,-1,Trelleborgs FF,1,22,3,AIK,3,2011-04-02T00:00+0200,12,9377
9373,-7,1588915,-3,1,1,Halmstad,3,22,1,Helsingborg,2,2011-04-02T00:00+0200,16,9371
9370,-3,1588909,-3,0,-1,Gefle,-1,22,7,IFK Göteborg,3,2011-04-02T00:00+0200,10,9400
9379,-1,1588910,1,2,1,Mjällby,-3,22,9,Örebro,0,2011-04-02T00:00+0200,11,9389
9376,-3,1588965,-4,1,-3,Djurgården,-4,23,12,Norrköping,2,2011-04-02T00:00+0200,14,9368
9377,-7,1588964,-3,1,-3,Halmstad,-3,23,13,Trelleborgs FF,0,2011-04-02T00:00+0200,16,9371
9374,0,1588968,1,0,-2,IFK Göteborg,-3,23,8,Kalmar FF,0,2011-04-02T00:00+0200,7,9370
9400,1,1588966,2,2,-3,Häcken,-4,23,10,Gefle,2,2011-04-02T00:00+0200,6,19740
9373,-3,1588971,1,0,2,Örebro,3,23,1,Helsingborg,2,2011-04-02T00:00+0200,9,9379
9367,-7,1588967,-3,0,0,Syrianska,1,23,3,AIK,1,2011-04-02T00:00+0200,15,23026
9375,4,1588969,2,1,1,Elfsborg,2,23,5,Malmö FF,2,2011-04-02T00:00+0200,2,9369
9382,0,1588970,2,0,0,Mjällby,1,23,4,Gais,3,2011-04-02T00:00+0200,11,9389
9400,3,1588906,2,0,-5,Malmö FF,-3,21,10,Gefle,2,2011-04-02T00:00+0200,6,9375
19740,4,1588979,3,1,1,Helsingborg,2,24,6,Häcken,1,2011-04-02T00:00+0200,1,9373
9389,-2,1588977,-1,0,0,Norrköping,-2,24,11,Mjällby,0,2011-04-02T00:00+0200,12,9376
23026,-3,1588972,-1,1,-5,Kalmar FF,-7,24,15,Syrianska,2,2011-04-02T00:00+0200,8,9374
9370,4,1588973,2,0,0,Malmö FF,1,24,7,IFK Göteborg,0,2011-04-02T00:00+0200,5,9375
9368,-3,1588975,-3,3,-4,Trelleborgs FF,-5,24,13,Djurgården,4,2011-04-02T00:00+0200,14,9377
9369,1,1588974,2,3,0,Gais,2,24,2,Elfsborg,1,2011-04-02T00:00+0200,4,9382
9371,-5,1588976,-2,2,-2,Gefle,-6,24,16,Halmstad,2,2011-04-02T00:00+0200,10,9400
9379,2,1588978,0,2,-1,AIK,-3,24,9,Örebro,1,2011-04-02T00:00+0200,3,9367
9389,0,1588947,1,2,-1,AIK,-1,26,13,Mjällby,0,2011-04-02T00:00+0200,3,9367
9382,-1,1588939,-2,2,1,Norrköping,2,25,5,Gais,1,2011-04-02T00:00+0200,11,9376
9374,-5,1588937,-1,0,-1,Halmstad,-5,25,8,Kalmar FF,1,2011-04-02T00:00+0200,16,9371
9400,-5,1588932,-3,1,-1,Syrianska,-5,25,9,Gefle,2,2011-04-02T00:00+0200,15,23026
9373,-1,1588935,0,0,2,Mjällby,4,25,1,Helsingborg,3,2011-04-02T00:00+0200,13,9389
9379,1,1588933,1,2,-2,IFK Göteborg,-3,25,10,Örebro,0,2011-04-02T00:00+0200,7,9370
19740,1,1588934,-1,0,0,Elfsborg,1,25,4,Häcken,2,2011-04-02T00:00+0200,2,9369
9375,-3,1588938,-3,1,1,Trelleborgs FF,3,25,6,Malmö FF,1,2011-04-02T00:00+0200,14,9377
9367,-4,1588936,-2,1,1,Djurgården,2,25,3,AIK,0,2011-04-02T00:00+0200,12,9368
23026,-3,1588940,-4,1,-3,Örebro,-5,26,14,Syrianska,3,2011-04-02T00:00+0200,10,9379
9369,4,1588942,3,2,-2,Helsingborg,-1,26,2,Elfsborg,3,2011-04-02T00:00+0200,1,9373
9371,3,1588944,1,5,-3,Malmö FF,-5,26,16,Halmstad,1,2011-04-02T00:00+0200,5,9375
9377,1,1588945,0,1,-4,Gais,-4,26,15,Trelleborgs FF,0,2011-04-02T00:00+0200,4,9382
9376,-3,1588946,1,1,-1,Gefle,-1,26,12,Norrköping,1,2011-04-02T00:00+0200,9,9400
9370,2,1588941,2,2,0,Häcken,0,26,7,IFK Göteborg,2,2011-04-02T00:00+0200,6,19740
9368,-3,1588943,0,1,-2,Kalmar FF,-3,26,11,Djurgården,2,2011-04-02T00:00+0200,8,9374
9389,0,1588952,-2,1,-3,Elfsborg,-1,27,12,Mjällby,2,2011-04-02T00:00+0200,3,9369
9371,-3,1588949,-1,1,-3,Syrianska,-5,27,16,Halmstad,0,2011-04-02T00:00+0200,14,23026
9376,3,1588951,2,1,0,Häcken,-2,27,13,Norrköping,0,2011-04-02T00:00+0200,4,19740
9382,3,1588955,2,3,-1,Helsingborg,0,27,5,Gais,1,2011-04-02T00:00+0200,1,9373
9377,-3,1588950,-5,1,-4,Örebro,-6,27,15,Trelleborgs FF,1,2011-04-02T00:00+0200,10,9379
9375,0,1588954,1,1,2,AIK,2,27,6,Malmö FF,1,2011-04-02T00:00+0200,2,9367
9368,1,1588948,1,2,0,IFK Göteborg,-3,27,11,Djurgården,1,2011-04-02T00:00+0200,7,9370
9400,-3,1588953,0,1,0,Kalmar FF,-2,27,9,Gefle,1,2011-04-02T00:00+0200,8,9374
23026,-3,1588956,0,0,0,Djurgården,-4,28,14,Syrianska,0,2011-04-02T00:00+0200,12,9368
9370,-1,1588957,-2,1,0,Mjällby,0,28,7,IFK Göteborg,0,2011-04-02T00:00+0200,11,9389
9367,0,1588961,-1,1,0,Gais,-1,28,3,AIK,2,2011-04-02T00:00+0200,6,9382
9369,-1,1588958,1,0,-3,Gefle,-2,28,2,Elfsborg,3,2011-04-02T00:00+0200,9,9400
9373,-2,1588963,0,1,1,Norrköping,3,28,1,Helsingborg,1,2011-04-02T00:00+0200,13,9376
9379,-5,1588959,-3,0,-4,Halmstad,-4,28,10,Örebro,1,2011-04-02T00:00+0200,16,9371
19740,-5,1588960,-3,0,1,Trelleborgs FF,2,28,4,Häcken,1,2011-04-02T00:00+0200,15,9377
9374,2,1588962,1,2,-1,Malmö FF,-2,28,8,Kalmar FF,1,2011-04-02T00:00+0200,5,9375
9375,-1,1588868,1,0,1,Häcken,0,17,6,Malmö FF,1,2011-04-02T00:00+0200,8,19740
9375,0,1588885,0,0,1,Djurgården,0,19,5,Malmö FF,1,2011-04-02T00:00+0200,12,9368
9374,-3,1588921,-2,1,-2,Örebro,-2,29,8,Kalmar FF,4,2011-04-02T00:00+0200,11,9379
9377,-1,1588917,-1,2,-3,Mjällby,-5,29,15,Trelleborgs FF,1,2011-04-02T00:00+0200,10,9389
9376,-1,1588918,-1,1,-1,Elfsborg,-3,29,13,Norrköping,2,2011-04-02T00:00+0200,3,9369
9367,2,1588920,2,1,0,Häcken,1,29,2,AIK,2,2011-04-02T00:00+0200,5,19740
9371,-2,1588916,1,3,-4,Djurgården,-5,29,16,Halmstad,1,2011-04-02T00:00+0200,12,9368
9400,2,1588919,0,0,0,Helsingborg,-1,29,9,Gefle,2,2011-04-02T00:00+0200,1,9373
9375,-3,1588922,1,0,0,Syrianska,1,29,4,Malmö FF,1,2011-04-02T00:00+0200,14,23026
9382,0,1588923,-1,0,-3,IFK Göteborg,-2,29,6,Gais,1,2011-04-02T00:00+0200,7,9370
23026,-1,1588924,-2,2,-1,Gais,-3,30,14,Syrianska,0,2011-04-02T00:00+0200,5,9382
9370,-1,1588925,0,0,-2,Norrköping,-2,30,7,IFK Göteborg,3,2011-04-02T00:00+0200,13,9376
9369,-7,1588926,-3,0,-1,Trelleborgs FF,-2,30,3,Elfsborg,3,2011-04-02T00:00+0200,15,9377
9368,1,1588927,1,1,0,Gefle,-2,30,11,Djurgården,1,2011-04-02T00:00+0200,9,9400
9389,-7,1588928,-5,0,-1,Halmstad,-1,30,10,Mjällby,2,2011-04-02T00:00+0200,16,9371
9379,2,1588929,1,2,-2,Malmö FF,-5,30,12,Örebro,1,2011-04-02T00:00+0200,4,9375
9373,3,1588930,1,1,-1,AIK,1,30,1,Helsingborg,1,2011-04-02T00:00+0200,2,9367
19740,-1,1588931,0,2,1,Kalmar FF,2,30,6,Häcken,1,2011-04-02T00:00+0200,8,9374
9374,0,1417575,0,3,0,IFK Göteborg,0,1,0,Kalmar FF,0,2010-03-13T00:00+0100,0,9370
9371,0,1417576,0,0,0,Trelleborgs FF,0,1,0,Halmstad,0,2010-03-13T00:00+0100,0,9377
19740,0,1417577,0,1,0,Djurgården,0,1,0,Häcken,2,2010-03-13T00:00+0100,0,9368
9373,0,1417578,0,0,0,Brommapojkarna,0,1,0,Helsingborg,1,2010-03-13T00:00+0100,0,19721
9367,0,1417580,0,0,0,Mjällby,0,1,0,AIK,0,2010-03-13T00:00+0100,0,9389
9382,0,1417579,0,0,0,Malmö FF,0,1,0,Gais,0,2010-03-13T00:00+0100,0,9375
9400,0,1417581,0,0,0,Elfsborg,0,1,0,Gefle,0,2010-03-13T00:00+0100,0,9369
9379,0,1417582,0,0,0,Åtvidaberg,0,1,0,Örebro,2,2010-03-13T00:00+0100,0,9393
