gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
2129667,1,Häcken,19740,0,14,Göteborg,9370,3,2,2013-03-31T15:00+0200,Allsvenskan,57973,,,,0,0,,,,
2129667,1,Häcken,19740,0,14,Göteborg,9370,3,2,2013-03-31T15:00+0200,Allsvenskan,57973,Jakob Johansson,22,visiting,0,1,11,11,0,0
2129667,1,Häcken,19740,0,14,Göteborg,9370,3,2,2013-03-31T15:00+0200,Allsvenskan,57973,Mattias Bjärsmyr,40,visiting,0,2,11,11,0,0
2129667,1,Häcken,19740,0,14,Göteborg,9370,3,2,2013-03-31T15:00+0200,Allsvenskan,57973,Sam Larsson,65,visiting,0,3,11,11,0,0
2129668,1,Helsingborg,9373,3,1,Djurgården,9368,0,15,2013-03-31T17:30+0200,Allsvenskan,57973,,,,0,0,,,,
2129668,1,Helsingborg,9373,3,1,Djurgården,9368,0,15,2013-03-31T17:30+0200,Allsvenskan,57973,Mattias Lindström,5,home,1,0,11,11,0,0
2129668,1,Helsingborg,9373,3,1,Djurgården,9368,0,15,2013-03-31T17:30+0200,Allsvenskan,57973,David Accam,31,home,2,0,11,11,0,0
2129668,1,Helsingborg,9373,3,1,Djurgården,9368,0,15,2013-03-31T17:30+0200,Allsvenskan,57973,David Accam,34,home,3,0,11,11,0,0
2129669,1,Syrianska,23026,0,16,Kalmar FF,9374,3,3,2013-03-31T17:30+0200,Allsvenskan,57973,,,,0,0,,,,
2129669,1,Syrianska,23026,0,16,Kalmar FF,9374,3,3,2013-03-31T17:30+0200,Allsvenskan,57973,Måns Söderqvist,14,visiting,0,1,11,11,0,0
2129669,1,Syrianska,23026,0,16,Kalmar FF,9374,3,3,2013-03-31T17:30+0200,Allsvenskan,57973,Mats Solheim,57,visiting,0,2,11,11,0,0
2129669,1,Syrianska,23026,0,16,Kalmar FF,9374,3,3,2013-03-31T17:30+0200,Allsvenskan,57973,Jonathan McDonald,92,visiting,0,3,11,11,0,0
2129670,1,Mjällby,9389,1,12,Norrköping,9376,2,4,2013-04-01T15:00+0200,Allsvenskan,57973,,,,0,0,,,,
2129670,1,Mjällby,9389,1,12,Norrköping,9376,2,4,2013-04-01T15:00+0200,Allsvenskan,57973,självmål,25,home,1,0,11,11,0,0
2129670,1,Mjällby,9389,1,12,Norrköping,9376,2,4,2013-04-01T15:00+0200,Allsvenskan,57973,Christopher Telo,53,visiting,1,1,11,11,0,0
2129670,1,Mjällby,9389,1,12,Norrköping,9376,2,4,2013-04-01T15:00+0200,Allsvenskan,57973,Gunnar Heidar Thorvaldsson,68,visiting,1,2,11,11,0,0
2129671,1,Malmö FF,9375,1,11,Halmstad,9371,1,10,2013-04-01T15:00+0200,Allsvenskan,57973,,,,0,0,,,,
2129671,1,Malmö FF,9375,1,11,Halmstad,9371,1,10,2013-04-01T15:00+0200,Allsvenskan,57973,Tokelo Rantie,48,home,1,0,11,11,0,2
2129671,1,Malmö FF,9375,1,11,Halmstad,9371,1,10,2013-04-01T15:00+0200,Allsvenskan,57973,Gudjón Baldvinsson,52,visiting,1,1,11,11,1,2
2129672,1,Gefle,9400,1,5,Åtvidaberg,9393,0,13,2013-04-01T15:00+0200,Allsvenskan,57973,,,,0,0,,,,
2129672,1,Gefle,9400,1,5,Åtvidaberg,9393,0,13,2013-04-01T15:00+0200,Allsvenskan,57973,Alexander Faltsetas,51,home,1,0,11,11,1,1
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,,,,0,0,,,,
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,självmål,29,visiting,0,1,11,11,1,0
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,Andreas Haddad,34,home,1,1,11,11,1,0
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,Vlado Zlojutro,79,visiting,1,2,11,11,2,1
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,Pontus Segerström,81,home,2,2,11,11,2,1
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,,,,0,0,,,,
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,Nabil Bahoui,53,visiting,0,1,11,11,0,2
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,James Keene,55,home,1,1,11,11,1,2
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,Henok Goitom,61,visiting,1,2,11,11,1,3
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,James Keene,75,home,2,2,11,11,1,3
