gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
250386,13,AIK,9367,3,7,Elfsborg,9369,1,10,2001-07-04T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250386,13,AIK,9367,3,7,Elfsborg,9369,1,10,2001-07-04T19:00+0200,Allsvenskan,3863,Mats Rubarth,74,home,1,0,11,11,0,0
250388,13,Örebro,9379,1,9,GIF Sundsvall,9407,1,13,2001-07-07T16:00+0200,Allsvenskan,3863,,,,0,0,,,,
250388,13,Örebro,9379,1,9,GIF Sundsvall,9407,1,13,2001-07-07T16:00+0200,Allsvenskan,3863,Jon Eriksson,89,home,1,0,11,11,0,0
250387,13,Norrköping,9376,2,11,Djurgården,9368,0,6,2001-07-08T18:00+0200,Allsvenskan,3863,,,,0,0,,,,
250387,13,Norrköping,9376,2,11,Djurgården,9368,0,6,2001-07-08T18:00+0200,Allsvenskan,3863,Kristian Bergström,88,home,1,0,11,11,0,0
250389,13,Örgryte IS,9380,1,5,Malmö FF,9375,4,4,2001-07-08T18:00+0200,Allsvenskan,3863,,,,0,0,,,,
250393,14,Örgryte IS,9380,1,3,AIK,9367,0,8,2001-07-11T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250393,14,Örgryte IS,9380,1,3,AIK,9367,0,8,2001-07-11T19:00+0200,Allsvenskan,3863,Patrik Elmander,63,home,1,0,11,11,0,0
250391,13,Halmstad,9371,1,8,Hammarby,9372,2,2,2001-07-15T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250390,13,Häcken,19740,2,12,Helsingborg,9373,2,3,2001-07-15T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250394,14,Halmstad,9371,3,7,Örebro,9379,0,9,2001-07-21T16:00+0200,Allsvenskan,3863,,,,0,0,,,,
250394,14,Halmstad,9371,3,7,Örebro,9379,0,9,2001-07-21T16:00+0200,Allsvenskan,3863,Martin Ekström,77,home,1,0,11,11,0,0
250395,14,Djurgården,9368,3,4,Elfsborg,9369,0,10,2001-07-22T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250395,14,Djurgården,9368,3,4,Elfsborg,9369,0,10,2001-07-22T17:00+0200,Allsvenskan,3863,Louay Chanko,88,home,1,0,11,11,0,0
250396,14,Trelleborgs FF,9377,0,14,Häcken,19740,4,11,2001-07-22T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250396,14,Trelleborgs FF,9377,0,14,Häcken,19740,4,11,2001-07-22T17:00+0200,Allsvenskan,3863,Njogu Demba-Nyrén,82,visiting,0,1,11,11,0,0
250397,14,GIF Sundsvall,9407,2,13,Malmö FF,9375,1,6,2001-07-23T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250399,14,Norrköping,9376,2,12,Göteborg,9370,3,1,2001-07-23T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250398,14,Helsingborg,9373,1,5,Hammarby,9372,3,2,2001-07-24T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250402,15,Hammarby,9372,4,1,Trelleborgs FF,9377,1,14,2001-07-30T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250402,15,Hammarby,9372,4,1,Trelleborgs FF,9377,1,14,2001-07-30T19:00+0200,Allsvenskan,3863,självmål,86,home,1,0,11,11,0,0
250406,15,Örebro,9379,3,9,Helsingborg,9373,3,5,2001-07-30T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250406,15,Örebro,9379,3,9,Helsingborg,9373,3,5,2001-07-30T19:00+0200,Allsvenskan,3863,Rade Prica,64,home,1,0,11,11,0,0
250405,15,Göteborg,9370,0,2,Djurgården,9368,2,4,2001-07-31T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250414,17,Häcken,19740,3,11,Göteborg,9370,0,3,2001-08-09T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250414,17,Häcken,19740,3,11,Göteborg,9370,0,3,2001-08-09T19:00+0200,Allsvenskan,3863,Njogu Demba-Nyrén,74,home,1,0,11,11,0,0
250415,17,Hammarby,9372,0,1,Djurgården,9368,1,2,2001-08-09T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250415,17,Hammarby,9372,0,1,Djurgården,9368,1,2,2001-08-09T19:00+0200,Allsvenskan,3863,Louay Chanko,84,visiting,0,1,11,11,0,0
250418,17,Malmö FF,9375,1,7,Trelleborgs FF,9377,3,14,2001-08-12T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250418,17,Malmö FF,9375,1,7,Trelleborgs FF,9377,3,14,2001-08-12T17:00+0200,Allsvenskan,3863,Daniel Sliper,66,visiting,0,1,11,11,0,0
250419,17,Örebro,9379,5,9,Norrköping,9376,3,12,2001-08-12T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250419,17,Örebro,9379,5,9,Norrköping,9376,3,12,2001-08-12T17:00+0200,Allsvenskan,3863,Paul Oyuga,90,home,1,0,11,11,0,0
250420,17,Örgryte IS,9380,0,4,Halmstad,9371,2,5,2001-08-12T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250420,17,Örgryte IS,9380,0,4,Halmstad,9371,2,5,2001-08-12T17:00+0200,Allsvenskan,3863,Tommy Jönsson,70,visiting,0,1,11,11,0,0
250417,17,AIK,9367,2,8,Helsingborg,9373,2,6,2001-08-12T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250417,17,AIK,9367,2,8,Helsingborg,9373,2,6,2001-08-12T19:00+0200,Allsvenskan,3863,Andreas Alm,36,home,1,0,11,11,0,0
250421,18,Hammarby,9372,1,1,Halmstad,9371,0,8,2001-08-18T16:00+0200,Allsvenskan,3863,,,,0,0,,,,
250423,18,Helsingborg,9373,1,4,Häcken,19740,0,12,2001-08-19T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250423,18,Helsingborg,9373,1,4,Häcken,19740,0,12,2001-08-19T17:00+0200,Allsvenskan,3863,Babis Stefanidis,51,home,1,0,11,11,0,0
250425,18,Elfsborg,9369,1,11,AIK,9367,2,7,2001-08-19T17:00+0200,Allsvenskan,3863,,,,0,0,,,,
250425,18,Elfsborg,9369,1,11,AIK,9367,2,7,2001-08-19T17:00+0200,Allsvenskan,3863,Anders Svensson,79,visiting,0,1,11,11,0,0
250422,18,GIF Sundsvall,9407,1,13,Örebro,9379,4,9,2001-08-20T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250422,18,GIF Sundsvall,9407,1,13,Örebro,9379,4,9,2001-08-20T19:00+0200,Allsvenskan,3863,Andreas Yngvesson,68,visiting,0,1,11,11,0,0
250424,18,Djurgården,9368,0,2,Norrköping,9376,2,10,2001-08-20T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250424,18,Djurgården,9368,0,2,Norrköping,9376,2,10,2001-08-20T19:00+0200,Allsvenskan,3863,Mattias Flodström,90,visiting,0,1,11,11,0,0
250426,18,Göteborg,9370,3,3,Trelleborgs FF,9377,2,14,2001-08-20T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250426,18,Göteborg,9370,3,3,Trelleborgs FF,9377,2,14,2001-08-20T19:00+0200,Allsvenskan,3863,Jonas Nilsson,89,visiting,0,1,11,11,0,0
250427,18,Malmö FF,9375,2,6,Örgryte IS,9380,1,5,2001-08-22T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250427,18,Malmö FF,9375,2,6,Örgryte IS,9380,1,5,2001-08-22T19:00+0200,Allsvenskan,3863,Erik Johansson,87,home,1,0,11,11,0,0
250435,20,Elfsborg,9369,0,10,Halmstad,9371,2,5,2001-09-08T16:00+0200,Allsvenskan,3863,,,,0,0,,,,
250435,20,Elfsborg,9369,0,10,Halmstad,9371,2,5,2001-09-08T16:00+0200,Allsvenskan,3863,Henrik Bertilsson,66,visiting,0,1,11,11,0,0
250447,21,Göteborg,9370,4,2,Malmö FF,9375,0,8,2001-09-17T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250445,21,Djurgården,9368,1,3,AIK,9367,2,5,2001-09-19T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250460,23,Göteborg,9370,1,2,Örgryte IS,9380,1,7,2001-10-01T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250460,23,Göteborg,9370,1,2,Örgryte IS,9380,1,7,2001-10-01T19:00+0200,Allsvenskan,3863,Martin Ulander,73,home,1,0,11,11,0,0
250461,23,Norrköping,9376,0,12,Halmstad,9371,3,5,2001-10-01T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250461,23,Norrköping,9376,0,12,Halmstad,9371,3,5,2001-10-01T19:00+0200,Allsvenskan,3863,Martin Ekström,72,visiting,0,1,11,11,0,0
250459,23,Hammarby,9372,4,1,Malmö FF,9375,1,9,2001-10-01T19:30+0200,Allsvenskan,3863,,,,0,0,,,,
250459,23,Hammarby,9372,4,1,Malmö FF,9375,1,9,2001-10-01T19:30+0200,Allsvenskan,3863,Trym Bergman,66,home,1,0,11,11,0,0
250446,21,Helsingborg,9373,1,4,Halmstad,9371,0,7,2001-10-10T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250467,24,GIF Sundsvall,9407,1,11,Göteborg,9370,0,2,2001-10-15T18:30+0200,Allsvenskan,3863,,,,0,0,,,,
250467,24,GIF Sundsvall,9407,1,11,Göteborg,9370,0,2,2001-10-15T18:30+0200,Allsvenskan,3863,Mattias Thorsell,47,home,1,0,11,11,0,0
250468,24,Elfsborg,9369,2,10,Trelleborgs FF,9377,0,14,2001-10-15T18:30+0200,Allsvenskan,3863,,,,0,0,,,,
250468,24,Elfsborg,9369,2,10,Trelleborgs FF,9377,0,14,2001-10-15T18:30+0200,Allsvenskan,3863,Bruno Franca Fugaca,90,home,1,0,11,11,0,0
250469,24,Malmö FF,9375,1,9,Örebro,9379,3,8,2001-10-15T18:30+0200,Allsvenskan,3863,,,,0,0,,,,
250469,24,Malmö FF,9375,1,9,Örebro,9379,3,8,2001-10-15T18:30+0200,Allsvenskan,3863,Thomas Andersson,81,home,1,0,11,11,0,0
250466,24,AIK,9367,5,5,Hammarby,9372,2,1,2001-10-15T19:00+0200,Allsvenskan,3863,,,,0,0,,,,
250466,24,AIK,9367,5,5,Hammarby,9372,2,1,2001-10-15T19:00+0200,Allsvenskan,3863,Sharbel Touma,90,home,1,0,11,11,0,0
