gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
1932235,1,Gais,9382,0,8,Häcken,19740,0,7,2012-03-31T16:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932236,1,GIF Sundsvall,9407,0,15,Kalmar FF,9374,1,5,2012-03-31T16:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932236,1,GIF Sundsvall,9407,0,15,Kalmar FF,9374,1,5,2012-03-31T16:00+0200,Allsvenskan,51603,Daniel Mendes,54,visiting,0,1,11,11,0,0
1932237,1,Elfsborg,9369,2,2,Djurgården,9368,1,13,2012-03-31T16:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932237,1,Elfsborg,9369,2,2,Djurgården,9368,1,13,2012-03-31T16:00+0200,Allsvenskan,51603,Anders Svensson,24,home,1,0,11,11,0,0
1932237,1,Elfsborg,9369,2,2,Djurgården,9368,1,13,2012-03-31T16:00+0200,Allsvenskan,51603,Anders Svensson,45,home,2,0,11,11,0,0
1932237,1,Elfsborg,9369,2,2,Djurgården,9368,1,13,2012-03-31T16:00+0200,Allsvenskan,51603,Marc Pedersen,67,visiting,2,1,11,11,0,0
1932238,1,AIK,9367,0,6,Mjällby,9389,0,11,2012-04-01T14:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932239,1,Syrianska,23026,2,3,Göteborg,9370,1,14,2012-04-01T17:30+0200,Allsvenskan,51603,,,,0,0,,,,
1932240,1,Malmö FF,9375,0,10,Gefle,9400,0,9,2012-04-02T19:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,Viktor Prodell,11,visiting,0,1,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,Amir Suljic,19,visiting,0,2,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,William Atashkadeh,23,home,1,2,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,Viktor Prodell,33,visiting,1,3,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,William Atashkadeh,42,home,2,3,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,Jesper Arvidsson,45,visiting,2,4,11,11,0,0
1932241,1,Örebro,9379,3,12,Åtvidaberg,9393,4,1,2012-04-02T19:00+0200,Allsvenskan,51603,Daniel Bamberg,76,home,3,4,11,11,0,0
1932242,1,Norrköping,9376,1,4,Helsingborg,9373,0,16,2012-04-02T19:05+0200,Allsvenskan,51603,,,,0,0,,,,
1932242,1,Norrköping,9376,1,4,Helsingborg,9373,0,16,2012-04-02T19:05+0200,Allsvenskan,51603,Gunnar Heidar Thorvaldsson,17,home,1,0,11,11,0,0
1932243,2,Åtvidaberg,9393,2,1,Gais,9382,1,13,2012-04-06T15:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932243,2,Åtvidaberg,9393,2,1,Gais,9382,1,13,2012-04-06T15:00+0200,Allsvenskan,51603,Daniel Hallingström,61,home,1,0,11,11,0,0
1932243,2,Åtvidaberg,9393,2,1,Gais,9382,1,13,2012-04-06T15:00+0200,Allsvenskan,51603,Jakob Olsson,70,visiting,1,1,11,11,0,0
1932243,2,Åtvidaberg,9393,2,1,Gais,9382,1,13,2012-04-06T15:00+0200,Allsvenskan,51603,Jesper Arvidsson,88,home,2,1,11,11,0,0
1932245,2,Gefle,9400,1,10,Syrianska,23026,1,4,2012-04-06T15:00+0200,Allsvenskan,51603,,,,0,0,,,,
1932245,2,Gefle,9400,1,10,Syrianska,23026,1,4,2012-04-06T15:00+0200,Allsvenskan,51603,Jakob Orlov,13,home,1,0,11,11,0,0
1932245,2,Gefle,9400,1,10,Syrianska,23026,1,4,2012-04-06T15:00+0200,Allsvenskan,51603,självmål,58,visiting,1,1,11,11,0,0
1932244,2,Häcken,19740,5,3,Malmö FF,9375,0,14,2012-04-07T14:00+0200,Allsvenskan,51603,,,,0,0,,,,
