gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
333028,1,Landskrona,9388,6,1,Helsingborg,9373,2,14,2002-04-06T14:00+0200,Allsvenskan,5307,,,,0,0,,,,
333030,1,AIK,9367,0,13,Elfsborg,9369,2,2,2002-04-07T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333031,1,Halmstad,9371,0,11,GIF Sundsvall,9407,1,5,2002-04-07T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333032,1,Kalmar FF,9374,1,6,Norrköping,9376,0,12,2002-04-07T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333033,1,Hammarby,9372,2,9,Örgryte IS,9380,3,3,2002-04-08T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333035,1,Göteborg,9370,1,7,Örebro,9379,1,8,2002-04-08T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333036,1,Malmö FF,9375,1,10,Djurgården,9368,2,4,2002-04-08T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333037,2,Djurgården,9368,3,6,AIK,9367,4,8,2002-04-13T14:00+0200,Allsvenskan,5307,,,,0,0,,,,
333039,2,Norrköping,9376,0,14,Malmö FF,9375,3,5,2002-04-13T16:00+0200,Allsvenskan,5307,,,,0,0,,,,
333040,2,Örebro,9379,1,12,Landskrona,9388,3,1,2002-04-13T16:00+0200,Allsvenskan,5307,,,,0,0,,,,
333041,2,Örgryte IS,9380,2,2,Kalmar FF,9374,0,9,2002-04-13T16:00+0200,Allsvenskan,5307,,,,0,0,,,,
333043,2,GIF Sundsvall,9407,1,7,Göteborg,9370,2,4,2002-04-14T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333044,2,Helsingborg,9373,4,10,Hammarby,9372,2,13,2002-04-14T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333045,2,Elfsborg,9369,1,3,Halmstad,9371,1,11,2002-04-14T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333046,3,AIK,9367,1,12,Norrköping,9376,3,10,2002-04-21T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333047,3,Landskrona,9388,2,2,GIF Sundsvall,9407,2,5,2002-04-21T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333048,3,Malmö FF,9375,0,9,Örgryte IS,9380,1,1,2002-04-21T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333049,3,Halmstad,9371,1,13,Djurgården,9368,1,4,2002-04-22T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333049,3,Halmstad,9371,1,13,Djurgården,9368,1,4,2002-04-22T19:00+0200,Allsvenskan,5307,Abgar Barsom,53,home,1,0,11,11,0,0
333050,3,Göteborg,9370,1,6,Elfsborg,9369,2,3,2002-04-22T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333051,3,Örebro,9379,1,7,Helsingborg,9373,0,11,2002-04-22T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333052,3,Kalmar FF,9374,1,8,Hammarby,9372,1,14,2002-04-23T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333053,4,Djurgården,9368,1,3,Göteborg,9370,0,9,2002-04-27T14:00+0200,Allsvenskan,5307,,,,0,0,,,,
333053,4,Djurgården,9368,1,3,Göteborg,9370,0,9,2002-04-27T14:00+0200,Allsvenskan,5307,Babis Stefanidis,79,home,1,0,11,11,0,0
333054,4,GIF Sundsvall,9407,1,5,Örebro,9379,1,6,2002-04-28T15:00+0200,Allsvenskan,5307,,,,0,0,,,,
333057,4,Hammarby,9372,3,8,Malmö FF,9375,1,13,2002-04-29T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333058,4,Elfsborg,9369,0,4,Landskrona,9388,3,1,2002-04-29T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333059,4,Örgryte IS,9380,2,2,AIK,9367,2,11,2002-04-29T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333061,5,GIF Sundsvall,9407,0,10,Helsingborg,9373,1,6,2002-05-01T17:00+0200,Allsvenskan,5307,,,,0,0,,,,
333062,5,Göteborg,9370,1,5,Norrköping,9376,0,14,2002-05-01T17:00+0200,Allsvenskan,5307,,,,0,0,,,,
333063,5,Halmstad,9371,1,13,Örgryte IS,9380,1,2,2002-05-02T18:30+0200,Allsvenskan,5307,,,,0,0,,,,
333064,5,Landskrona,9388,1,1,Djurgården,9368,1,3,2002-05-02T18:30+0200,Allsvenskan,5307,,,,0,0,,,,
333066,5,Örebro,9379,2,4,Elfsborg,9369,0,7,2002-05-02T18:30+0200,Allsvenskan,5307,,,,0,0,,,,
333067,5,AIK,9367,2,11,Hammarby,9372,2,9,2002-05-02T20:00+0200,Allsvenskan,5307,,,,0,0,,,,
333065,5,Malmö FF,9375,4,8,Kalmar FF,9374,0,12,2002-05-03T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
333080,6,Djurgården,9368,3,3,Örebro,9379,0,5,2002-05-05T17:00+0200,Allsvenskan,5307,,,,0,0,,,,
333083,6,Hammarby,9372,2,9,Halmstad,9371,2,13,2002-05-06T19:00+0200,Allsvenskan,5307,,,,0,0,,,,
