gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
892449,1,Brommapojkarna,19721,1,2,Djurgården,9368,0,14,2007-04-06T15:00+0200,Allsvenskan,21511,,,,0,0,,,,
892449,1,Brommapojkarna,19721,1,2,Djurgården,9368,0,14,2007-04-06T15:00+0200,Allsvenskan,21511,Joakim Runnemo,2,home,1,0,11,11,0,0
892450,1,Trelleborgs FF,9377,1,9,Göteborg,9370,1,7,2007-04-06T15:00+0200,Allsvenskan,21511,,,,0,0,,,,
892450,1,Trelleborgs FF,9377,1,9,Göteborg,9370,1,7,2007-04-06T15:00+0200,Allsvenskan,21511,Pontus Wernbloom,6,visiting,0,1,11,11,0,0
892450,1,Trelleborgs FF,9377,1,9,Göteborg,9370,1,7,2007-04-06T15:00+0200,Allsvenskan,21511,Linus Malmqvist,41,home,1,1,11,11,0,0
892451,1,Elfsborg,9369,1,6,Malmö FF,9375,1,8,2007-04-07T16:00+0200,Allsvenskan,21511,,,,0,0,,,,
892451,1,Elfsborg,9369,1,6,Malmö FF,9375,1,8,2007-04-07T16:00+0200,Allsvenskan,21511,Jonatan Johansson,28,visiting,0,1,11,11,0,0
892451,1,Elfsborg,9369,1,6,Malmö FF,9375,1,8,2007-04-07T16:00+0200,Allsvenskan,21511,Samuel Holmén,37,home,1,1,11,11,0,0
892452,1,AIK,9367,0,13,Kalmar FF,9374,1,3,2007-04-09T15:00+0200,Allsvenskan,21511,,,,0,0,,,,
892452,1,AIK,9367,0,13,Kalmar FF,9374,1,3,2007-04-09T15:00+0200,Allsvenskan,21511,Cesar Santin,35,visiting,0,1,11,11,0,0
892453,1,Gefle,9400,0,10,Örebro,9379,0,11,2007-04-09T15:00+0200,Allsvenskan,21511,,,,0,0,,,,
892454,1,Halmstad,9371,2,1,Helsingborg,9373,1,12,2007-04-09T15:00+0200,Allsvenskan,21511,,,,0,0,,,,
892454,1,Halmstad,9371,2,1,Helsingborg,9373,1,12,2007-04-09T15:00+0200,Allsvenskan,21511,Razak Omotoyossi,48,visiting,0,1,11,11,0,0
