gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
419809,1,Landskrona,9388,2,7,Göteborg,9370,1,8,2003-04-05T14:00+0200,Allsvenskan,6469,,,,0,0,,,,
419809,1,Landskrona,9388,2,7,Göteborg,9370,1,8,2003-04-05T14:00+0200,Allsvenskan,6469,Jimmy Svensson,67,home,1,0,11,11,0,0
419810,1,AIK,9367,3,3,Enköping SK,9399,0,12,2003-04-06T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419810,1,AIK,9367,3,3,Enköping SK,9399,0,12,2003-04-06T15:00+0200,Allsvenskan,6469,Andreas Alm,58,home,1,0,11,11,0,0
419811,1,Örgryte IS,9380,1,11,Helsingborg,9373,4,2,2003-04-06T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419811,1,Örgryte IS,9380,1,11,Helsingborg,9373,4,2,2003-04-06T15:00+0200,Allsvenskan,6469,Lars Bakkerud,65,visiting,0,1,11,11,0,0
419812,1,Halmstad,9371,2,5,GIF Sundsvall,9407,0,9,2003-04-07T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419812,1,Halmstad,9371,2,5,GIF Sundsvall,9407,0,9,2003-04-07T19:00+0200,Allsvenskan,6469,Igor Sypniewski,85,home,1,0,11,11,0,0
419813,1,Hammarby,9372,3,4,Elfsborg,9369,0,13,2003-04-07T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419813,1,Hammarby,9372,3,4,Elfsborg,9369,0,13,2003-04-07T19:00+0200,Allsvenskan,6469,Kennedy Bakircioglu,80,home,1,0,11,11,0,0
419814,1,Malmö FF,9375,2,6,Örebro,9379,0,10,2003-04-07T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419814,1,Malmö FF,9375,2,6,Örebro,9379,0,10,2003-04-07T19:00+0200,Allsvenskan,6469,Marcus Rosenberg,64,home,1,0,11,11,0,0
419815,1,Öster,9394,0,14,Djurgården,9368,4,1,2003-04-08T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419815,1,Öster,9394,0,14,Djurgården,9368,4,1,2003-04-08T19:00+0200,Allsvenskan,6469,Johan Elmander,88,visiting,0,1,11,11,0,0
419816,2,GIF Sundsvall,9407,2,10,AIK,9367,1,4,2003-04-13T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419816,2,GIF Sundsvall,9407,2,10,AIK,9367,1,4,2003-04-13T15:00+0200,Allsvenskan,6469,Bala Garba,65,home,1,0,11,11,0,0
419817,2,Helsingborg,9373,0,6,Öster,9394,3,9,2003-04-13T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419817,2,Helsingborg,9373,0,6,Öster,9394,3,9,2003-04-13T15:00+0200,Allsvenskan,6469,Peter Gitselov,90,visiting,0,1,11,11,0,0
419818,2,Elfsborg,9369,3,8,Örgryte IS,9380,1,14,2003-04-13T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419818,2,Elfsborg,9369,3,8,Örgryte IS,9380,1,14,2003-04-13T15:00+0200,Allsvenskan,6469,Fredrik Berglund,84,visiting,0,1,11,11,0,0
419819,2,Djurgården,9368,2,1,Halmstad,9371,0,7,2003-04-14T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419819,2,Djurgården,9368,2,1,Halmstad,9371,0,7,2003-04-14T19:00+0200,Allsvenskan,6469,Abgar Barsom,67,home,1,0,11,11,0,0
419820,2,Göteborg,9370,3,5,Malmö FF,9375,0,11,2003-04-14T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419820,2,Göteborg,9370,3,5,Malmö FF,9375,0,11,2003-04-14T19:00+0200,Allsvenskan,6469,Martin Ericsson,70,home,1,0,11,11,0,0
419821,2,Örebro,9379,2,13,Hammarby,9372,3,2,2003-04-14T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419821,2,Örebro,9379,2,13,Hammarby,9372,3,2,2003-04-14T19:00+0200,Allsvenskan,6469,Paul Oyuga,66,visiting,0,1,11,11,0,0
419822,2,Enköping SK,9399,1,12,Landskrona,9388,1,3,2003-04-15T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419822,2,Enköping SK,9399,1,12,Landskrona,9388,1,3,2003-04-15T19:00+0200,Allsvenskan,6469,Daniel Nannskog,50,home,1,0,11,11,0,0
419823,3,Halmstad,9371,2,9,Örebro,9379,3,10,2003-04-18T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419823,3,Halmstad,9371,2,9,Örebro,9379,3,10,2003-04-18T15:00+0200,Allsvenskan,6469,Magnus Andersson,90,visiting,0,1,11,11,0,0
419824,3,Helsingborg,9373,2,3,GIF Sundsvall,9407,1,12,2003-04-18T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419824,3,Helsingborg,9373,2,3,GIF Sundsvall,9407,1,12,2003-04-18T15:00+0200,Allsvenskan,6469,Tommy Bergersen,56,home,1,0,11,11,0,0
419825,3,Örgryte IS,9380,3,11,Enköping SK,9399,0,14,2003-04-18T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419825,3,Örgryte IS,9380,3,11,Enköping SK,9399,0,14,2003-04-18T15:00+0200,Allsvenskan,6469,Paulinho Guara,74,home,1,0,11,11,0,0
419826,3,Djurgården,9368,5,1,Elfsborg,9369,0,13,2003-04-21T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419826,3,Djurgården,9368,5,1,Elfsborg,9369,0,13,2003-04-21T15:00+0200,Allsvenskan,6469,Rene Muzola Makondele,82,home,1,0,11,11,0,0
419827,3,Malmö FF,9375,2,7,Landskrona,9388,2,4,2003-04-21T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419827,3,Malmö FF,9375,2,7,Landskrona,9388,2,4,2003-04-21T15:00+0200,Allsvenskan,6469,Henrik Nilsson,71,home,1,0,11,11,0,0
419829,3,Hammarby,9372,1,2,AIK,9367,1,5,2003-04-22T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419829,3,Hammarby,9372,1,2,AIK,9367,1,5,2003-04-22T19:00+0200,Allsvenskan,6469,Kennedy Bakircioglu,54,visiting,0,1,11,11,0,0
419831,4,Enköping SK,9399,0,14,Öster,9394,2,5,2003-04-26T16:00+0200,Allsvenskan,6469,,,,0,0,,,,
419831,4,Enköping SK,9399,0,14,Öster,9394,2,5,2003-04-26T16:00+0200,Allsvenskan,6469,Dani Hamzo,83,visiting,0,1,11,11,0,0
419832,4,Örebro,9379,1,6,Djurgården,9368,0,2,2003-04-26T16:00+0200,Allsvenskan,6469,,,,0,0,,,,
419832,4,Örebro,9379,1,6,Djurgården,9368,0,2,2003-04-26T16:00+0200,Allsvenskan,6469,Lars Larsen,38,home,1,0,11,11,0,0
419833,4,AIK,9367,3,3,Örgryte IS,9380,0,13,2003-04-27T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419833,4,AIK,9367,3,3,Örgryte IS,9380,0,13,2003-04-27T15:00+0200,Allsvenskan,6469,Daniel Hoch,71,home,1,0,11,11,0,0
419836,4,Landskrona,9388,0,8,Hammarby,9372,1,1,2003-04-27T15:00+0200,Allsvenskan,6469,,,,0,0,,,,
419836,4,Landskrona,9388,0,8,Hammarby,9372,1,1,2003-04-27T15:00+0200,Allsvenskan,6469,Kennedy Bakircioglu,43,visiting,0,1,11,11,0,0
419834,4,GIF Sundsvall,9407,1,11,Malmö FF,9375,1,9,2003-04-27T17:30+0200,Allsvenskan,6469,,,,0,0,,,,
419834,4,GIF Sundsvall,9407,1,11,Malmö FF,9375,1,9,2003-04-27T17:30+0200,Allsvenskan,6469,Jon Inge Höiland,60,home,1,0,11,11,0,0
419837,5,Halmstad,9371,3,5,Enköping SK,9399,2,14,2003-05-04T17:00+0200,Allsvenskan,6469,,,,0,0,,,,
419837,5,Halmstad,9371,3,5,Enköping SK,9399,2,14,2003-05-04T17:00+0200,Allsvenskan,6469,Johan Wallinder,81,home,1,0,11,11,0,0
419838,5,Örgryte IS,9380,1,13,Landskrona,9388,1,8,2003-05-04T17:00+0200,Allsvenskan,6469,,,,0,0,,,,
419838,5,Örgryte IS,9380,1,13,Landskrona,9388,1,8,2003-05-04T17:00+0200,Allsvenskan,6469,Afonso Alves,68,visiting,0,1,11,11,0,0
419839,5,Öster,9394,0,6,AIK,9367,1,3,2003-05-04T17:00+0200,Allsvenskan,6469,,,,0,0,,,,
419839,5,Öster,9394,0,6,AIK,9367,1,3,2003-05-04T17:00+0200,Allsvenskan,6469,Andreas Andersson,79,visiting,0,1,11,11,0,0
419840,5,Hammarby,9372,2,1,Malmö FF,9375,1,11,2003-05-05T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
419840,5,Hammarby,9372,2,1,Malmö FF,9375,1,11,2003-05-05T19:00+0200,Allsvenskan,6469,Kennedy Bakircioglu,67,visiting,0,1,11,11,0,0
419842,5,Elfsborg,9369,2,12,GIF Sundsvall,9407,2,10,2003-05-05T19:00+0200,Allsvenskan,6469,,,,0,0,,,,
