gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
595187,1,Helsingborg,9373,2,2,Halmstad,9371,0,14,2005-04-09T16:00+0200,Allsvenskan,9402,,,,0,0,,,,
595187,1,Helsingborg,9373,2,2,Halmstad,9371,0,14,2005-04-09T16:00+0200,Allsvenskan,9402,Peter Graulund,46,home,1,0,11,11,0,0
595187,1,Helsingborg,9373,2,2,Halmstad,9371,0,14,2005-04-09T16:00+0200,Allsvenskan,9402,Peter Graulund,57,home,2,0,11,11,0,0
595188,1,Kalmar FF,9374,1,7,Gefle,9400,0,12,2005-04-10T15:00+0200,Allsvenskan,9402,,,,0,0,,,,
595188,1,Kalmar FF,9374,1,7,Gefle,9400,0,12,2005-04-10T15:00+0200,Allsvenskan,9402,Fabio Augusto,66,home,1,0,11,11,0,0
595189,1,Malmö FF,9375,1,11,Göteborg,9370,2,5,2005-04-10T15:00+0200,Allsvenskan,9402,,,,0,0,,,,
595189,1,Malmö FF,9375,1,11,Göteborg,9370,2,5,2005-04-10T15:00+0200,Allsvenskan,9402,Stefan Selakovic,16,visiting,0,1,11,11,0,0
595189,1,Malmö FF,9375,1,11,Göteborg,9370,2,5,2005-04-10T15:00+0200,Allsvenskan,9402,Afonso Alves,35,home,1,1,11,11,0,0
595189,1,Malmö FF,9375,1,11,Göteborg,9370,2,5,2005-04-10T15:00+0200,Allsvenskan,9402,Håkan Mild,58,visiting,1,2,11,11,0,0
595190,1,Djurgården,9368,2,3,Häcken,19740,1,9,2005-04-11T19:00+0200,Allsvenskan,9402,,,,0,0,,,,
595190,1,Djurgården,9368,2,3,Häcken,19740,1,9,2005-04-11T19:00+0200,Allsvenskan,9402,Tobias Hysén,41,home,1,0,11,11,0,0
595190,1,Djurgården,9368,2,3,Häcken,19740,1,9,2005-04-11T19:00+0200,Allsvenskan,9402,Patric Andersson,67,visiting,1,1,11,11,0,0
595190,1,Djurgården,9368,2,3,Häcken,19740,1,9,2005-04-11T19:00+0200,Allsvenskan,9402,Fredrik Stenman,86,home,2,1,11,11,0,0
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,,,,0,0,,,,
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,Peter Olofsson,16,home,1,0,11,11,0,0
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,Jonas Wallerstedt,45,home,2,0,11,11,0,0
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,Mikael Dahlberg,51,home,3,0,11,11,0,0
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,Hasse Berggren,75,visiting,3,1,11,11,0,0
595192,1,Örgryte IS,9380,2,6,Landskrona,9388,1,10,2005-04-11T19:00+0200,Allsvenskan,9402,,,,0,0,,,,
595192,1,Örgryte IS,9380,2,6,Landskrona,9388,1,10,2005-04-11T19:00+0200,Allsvenskan,9402,Magnus Källander,56,home,1,0,11,11,0,0
595192,1,Örgryte IS,9380,2,6,Landskrona,9388,1,10,2005-04-11T19:00+0200,Allsvenskan,9402,Robin Ganemyr,80,home,2,0,11,11,0,0
595192,1,Örgryte IS,9380,2,6,Landskrona,9388,1,10,2005-04-11T19:00+0200,Allsvenskan,9402,Kevin Oneykachi Amuneke,89,visiting,2,1,11,11,0,0
