gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,player,minute,team,homeGoals,visitingGoals,homePlayers,visitingPlayers,homeWarnings,visitingWarnings
1588740,1,Halmstad,9371,0,10,Kalmar FF,9374,0,11,2011-04-02T16:00+0200,Allsvenskan,44165,,,,0,0,,,,
1588741,1,Norrköping,9376,2,2,Gais,9382,0,16,2011-04-03T14:00+0200,Allsvenskan,44165,,,,0,0,,,,
1588741,1,Norrköping,9376,2,2,Gais,9382,0,16,2011-04-03T14:00+0200,Allsvenskan,44165,Imad Khalili,60,home,1,0,11,11,0,0
1588741,1,Norrköping,9376,2,2,Gais,9382,0,16,2011-04-03T14:00+0200,Allsvenskan,44165,Sphetim Hasani,67,home,2,0,11,11,0,0
1588742,1,Syrianska,23026,1,7,Gefle,9400,1,6,2011-04-03T16:30+0200,Allsvenskan,44165,,,,0,0,,,,
1588742,1,Syrianska,23026,1,7,Gefle,9400,1,6,2011-04-03T16:30+0200,Allsvenskan,44165,Peter Ijeh,4,home,1,0,11,11,0,0
1588742,1,Syrianska,23026,1,7,Gefle,9400,1,6,2011-04-03T16:30+0200,Allsvenskan,44165,Jakob Orlov,58,visiting,1,1,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,,,,0,0,,,,
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Wilton Figueiredo,8,visiting,0,1,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Daniel Larsson,24,visiting,0,2,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Magnus Andersson,29,home,1,2,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Daniel Larsson,52,visiting,1,3,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Agon Mehmeti,56,visiting,1,4,11,11,0,0
1588743,1,Trelleborgs FF,9377,2,15,Malmö FF,9375,4,1,2011-04-03T16:30+0200,Allsvenskan,44165,Kristian Haynes,63,home,2,4,11,11,0,0
1588744,1,Mjällby,9389,0,14,Helsingborg,9373,1,4,2011-04-03T16:30+0200,Allsvenskan,44165,,,,0,0,,,,
1588744,1,Mjällby,9389,0,14,Helsingborg,9373,1,4,2011-04-03T16:30+0200,Allsvenskan,44165,Erik Sundin,41,visiting,0,1,11,11,0,0
1588745,1,Göteborg,9370,0,13,Örebro,9379,1,5,2011-04-04T19:00+0200,Allsvenskan,44165,,,,0,0,,,,
