gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
166344,7,GIF Sundsvall,9407,3,10,Västra Frölunda,9378,2,14,2000-05-21T17:00+0200,Allsvenskan,2752,MEN,7,,,,
166345,7,Örgryte IS,9380,0,5,Trelleborgs FF,9377,2,7,2000-05-21T17:00+0200,Allsvenskan,2752,MEN,7,,,,
166350,8,Göteborg,9370,2,3,Norrköping,9376,2,8,2000-05-28T17:00+0200,Allsvenskan,2752,MEN,8,5496,,,
166351,8,Halmstad,9371,0,1,Örebro,9379,1,6,2000-05-28T17:00+0200,Allsvenskan,2752,MEN,8,4787,,,
166352,8,Trelleborgs FF,9377,1,10,Hammarby,9372,2,5,2000-05-28T17:00+0200,Allsvenskan,2752,MEN,8,2945,,,
166353,8,Elfsborg,9369,4,11,Örgryte IS,9380,1,7,2000-05-29T19:00+0200,Allsvenskan,2752,MEN,8,6062,,,
166354,8,Gais,9382,1,14,AIK,9367,2,2,2000-05-29T19:00+0200,Allsvenskan,2752,MEN,8,4212,,,
166355,8,Helsingborg,9373,0,4,GIF Sundsvall,9407,1,9,2000-05-29T19:00+0200,Allsvenskan,2752,MEN,8,6692,,,
166358,9,Hammarby,9372,2,7,Elfsborg,9369,3,8,2000-07-04T19:00+0200,Allsvenskan,2752,MEN,9,10331,,,
166359,9,Helsingborg,9373,4,2,Västra Frölunda,9378,0,14,2000-07-05T19:00+0200,Allsvenskan,2752,MEN,9,7044,,,
166360,9,Norrköping,9376,3,5,AIK,9367,0,4,2000-07-05T19:00+0200,Allsvenskan,2752,MEN,9,12426,,,
166361,9,GIF Sundsvall,9407,2,9,Göteborg,9370,2,3,2000-07-05T19:00+0200,Allsvenskan,2752,MEN,9,9000,,,
166362,9,Örebro,9379,2,6,Trelleborgs FF,9377,2,11,2000-07-05T19:00+0200,Allsvenskan,2752,MEN,9,4578,,,
