gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
595187,1,Helsingborg,9373,2,2,Halmstad,9371,0,14,2005-04-09T16:00+0200,Allsvenskan,9402,MEN,1,14453,,,
595188,1,Kalmar FF,9374,1,7,Gefle,9400,0,12,2005-04-10T15:00+0200,Allsvenskan,9402,MEN,1,4191,,,
595189,1,Malmö FF,9375,1,11,Göteborg,9370,2,5,2005-04-10T15:00+0200,Allsvenskan,9402,MEN,1,26504,,,
595190,1,Djurgården,9368,2,3,Häcken,19740,1,9,2005-04-11T19:00+0200,Allsvenskan,9402,MEN,1,12823,,,
595191,1,GIF Sundsvall,9407,3,1,Elfsborg,9369,1,13,2005-04-11T19:00+0200,Allsvenskan,9402,MEN,1,6112,,,
595192,1,Örgryte IS,9380,2,6,Landskrona,9388,1,10,2005-04-11T19:00+0200,Allsvenskan,9402,MEN,1,3563,,,
595193,1,Assyriska FF,9395,1,8,Hammarby,9372,2,4,2005-04-12T20:00+0200,Allsvenskan,9402,MEN,1,14212,,,
595194,2,Göteborg,9370,0,12,Assyriska FF,9395,3,4,2005-04-17T15:00+0200,Allsvenskan,9402,MEN,2,11646,,,
595195,2,Landskrona,9388,0,14,Malmö FF,9375,1,8,2005-04-17T15:00+0200,Allsvenskan,9402,MEN,2,9649,,,
595196,2,Elfsborg,9369,1,11,Örgryte IS,9380,0,9,2005-04-17T17:00+0200,Allsvenskan,9402,MEN,2,,,,
595197,2,Häcken,19740,1,7,GIF Sundsvall,9407,0,5,2005-04-18T19:00+0200,Allsvenskan,9402,MEN,2,3118,,,
595198,2,Halmstad,9371,3,6,Djurgården,9368,1,10,2005-04-18T19:00+0200,Allsvenskan,9402,MEN,2,7038,,,
595200,2,Gefle,9400,1,13,Helsingborg,9373,2,1,2005-04-19T19:00+0200,Allsvenskan,9402,MEN,2,6446,,,
595892,3,GIF Sundsvall,9407,2,6,Landskrona,9388,2,13,2005-04-24T15:00+0200,Allsvenskan,9402,MEN,3,5182,,,
595894,3,Malmö FF,9375,3,3,Gefle,9400,0,14,2005-04-24T15:00+0200,Allsvenskan,9402,MEN,3,13489,,,
595893,3,Kalmar FF,9374,2,2,Häcken,19740,0,11,2005-04-25T19:00+0200,Allsvenskan,9402,MEN,3,4057,,,
