gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
507647,1,Landskrona,9388,1,7,Helsingborg,9373,1,6,2004-04-03T13:30+0200,Allsvenskan,8051,MEN,1,11036,,,
507648,1,AIK,9367,1,3,GIF Sundsvall,9407,0,13,2004-04-04T15:00+0200,Allsvenskan,8051,MEN,1,19486,,,
507650,1,Elfsborg,9369,1,12,Örgryte IS,9380,2,2,2004-04-05T19:00+0200,Allsvenskan,8051,MEN,1,7242,,,
507651,1,Trelleborgs FF,9377,2,5,Djurgården,9368,2,4,2004-04-05T19:00+0200,Allsvenskan,8051,MEN,1,6154,,,
507652,1,Örebro,9379,2,14,Halmstad,9371,5,1,2004-04-05T19:00+0200,Allsvenskan,8051,MEN,1,5398,,,
507654,2,Halmstad,9371,1,1,Trelleborgs FF,9377,0,11,2004-04-09T15:00+0200,Allsvenskan,8051,MEN,2,8046,,,
507655,2,Göteborg,9370,3,3,Elfsborg,9369,0,13,2004-04-09T15:00+0200,Allsvenskan,8051,MEN,2,12584,,,
507656,2,Malmö FF,9375,5,2,Örebro,9379,1,14,2004-04-09T15:00+0200,Allsvenskan,8051,MEN,2,22019,,,
507658,2,Helsingborg,9373,1,10,Kalmar FF,9374,2,5,2004-04-12T15:00+0200,Allsvenskan,8051,MEN,2,10218,,,
507660,2,Djurgården,9368,3,4,AIK,9367,1,7,2004-04-13T20:00+0200,Allsvenskan,8051,MEN,2,32590,,,
507663,3,Landskrona,9388,0,13,Örebro,9379,1,10,2004-04-18T17:00+0200,Allsvenskan,8051,MEN,3,5858,,,
507664,3,Helsingborg,9373,1,11,Djurgården,9368,1,4,2004-04-19T19:00+0200,Allsvenskan,8051,MEN,3,10254,,,
507665,3,Elfsborg,9369,1,14,Malmö FF,9375,5,1,2004-04-19T19:00+0200,Allsvenskan,8051,MEN,3,,,,
507667,3,Kalmar FF,9374,1,7,Hammarby,9372,2,5,2004-04-20T19:00+0200,Allsvenskan,8051,MEN,3,8103,,,
507668,4,Örgryte IS,9380,1,9,AIK,9367,1,8,2004-04-22T19:00+0200,Allsvenskan,8051,MEN,4,5067,,,
507669,4,Malmö FF,9375,1,1,Göteborg,9370,0,6,2004-04-24T14:00+0200,Allsvenskan,8051,MEN,4,26426,,,
507670,4,Hammarby,9372,1,4,Elfsborg,9369,0,14,2004-04-24T16:00+0200,Allsvenskan,8051,MEN,4,13127,,,
507671,4,Örebro,9379,1,11,Kalmar FF,9374,2,5,2004-04-24T16:00+0200,Allsvenskan,8051,MEN,4,7617,,,
507672,4,Djurgården,9368,3,3,GIF Sundsvall,9407,1,10,2004-04-25T17:00+0200,Allsvenskan,8051,MEN,4,11755,,,
507673,4,Halmstad,9371,3,2,Helsingborg,9373,2,12,2004-04-25T17:00+0200,Allsvenskan,8051,MEN,4,6644,,,
507674,4,Trelleborgs FF,9377,2,7,Landskrona,9388,1,13,2004-04-25T17:00+0200,Allsvenskan,8051,MEN,4,5030,,,
507675,5,Kalmar FF,9374,2,4,GIF Sundsvall,9407,1,11,2004-05-02T17:00+0200,Allsvenskan,8051,MEN,5,6031,,,
507676,5,Landskrona,9388,2,8,Djurgården,9368,0,6,2004-05-02T17:00+0200,Allsvenskan,8051,MEN,5,6387,,,
507677,5,Örebro,9379,1,13,Hammarby,9372,2,3,2004-05-02T17:00+0200,Allsvenskan,8051,MEN,5,10485,,,
507678,5,AIK,9367,0,10,Halmstad,9371,2,1,2004-05-03T19:00+0200,Allsvenskan,8051,MEN,5,12317,,,
507679,5,Elfsborg,9369,1,14,Helsingborg,9373,1,12,2004-05-03T19:00+0200,Allsvenskan,8051,MEN,5,5209,,,
507680,5,Trelleborgs FF,9377,1,7,Malmö FF,9375,1,2,2004-05-03T19:00+0200,Allsvenskan,8051,MEN,5,9843,,,
507681,5,Örgryte IS,9380,1,9,Göteborg,9370,2,5,2004-05-04T19:00+0200,Allsvenskan,8051,MEN,5,40186,,,
507683,6,Djurgården,9368,0,7,Kalmar FF,9374,3,2,2004-05-09T14:00+0200,Allsvenskan,8051,MEN,6,11308,,,
507685,6,Halmstad,9371,5,1,Landskrona,9388,3,11,2004-05-09T14:00+0200,Allsvenskan,8051,MEN,6,6131,,,
507686,6,Hammarby,9372,0,5,Trelleborgs FF,9377,1,6,2004-05-10T19:00+0200,Allsvenskan,8051,MEN,6,11612,,,
507687,6,Helsingborg,9373,1,13,Göteborg,9370,2,4,2004-05-10T19:00+0200,Allsvenskan,8051,MEN,6,10801,,,
507688,6,Örgryte IS,9380,2,8,Örebro,9379,2,12,2004-05-10T19:00+0200,Allsvenskan,8051,MEN,6,4043,,,
507690,7,Kalmar FF,9374,1,3,Halmstad,9371,3,1,2004-05-12T19:00+0200,Allsvenskan,8051,MEN,7,6474,,,
507691,7,Landskrona,9388,2,9,Malmö FF,9375,1,4,2004-05-12T19:00+0200,Allsvenskan,8051,MEN,7,8495,,,
507692,7,Helsingborg,9373,3,11,Örgryte IS,9380,0,13,2004-05-13T19:00+0200,Allsvenskan,8051,MEN,7,6520,,,
507693,7,Göteborg,9370,0,5,GIF Sundsvall,9407,1,8,2004-05-13T19:00+0200,Allsvenskan,8051,MEN,7,7273,,,
507694,7,Trelleborgs FF,9377,1,6,Örebro,9379,2,10,2004-05-13T19:00+0200,Allsvenskan,8051,MEN,7,4042,,,
507695,7,AIK,9367,0,12,Hammarby,9372,1,2,2004-05-13T20:00+0200,Allsvenskan,8051,MEN,7,26937,,,
507696,8,GIF Sundsvall,9407,3,6,Helsingborg,9373,3,12,2004-05-16T17:00+0200,Allsvenskan,8051,MEN,8,5132,,,
507697,8,Halmstad,9371,3,1,Elfsborg,9369,0,14,2004-05-16T17:00+0200,Allsvenskan,8051,MEN,8,7011,,,
507698,8,Hammarby,9372,3,2,Landskrona,9388,1,11,2004-05-17T19:00+0200,Allsvenskan,8051,MEN,8,11128,,,
507700,8,Örebro,9379,2,7,AIK,9367,1,13,2004-05-17T19:00+0200,Allsvenskan,8051,MEN,8,10105,,,
507702,8,Djurgården,9368,1,9,Göteborg,9370,2,3,2004-05-18T19:00+0200,Allsvenskan,8051,MEN,8,15079,,,
507701,8,Örgryte IS,9380,1,10,Trelleborgs FF,9377,0,8,2004-05-20T17:00+0200,Allsvenskan,8051,MEN,8,4164,,,
507720,8,GIF Sundsvall,9407,2,6,Hammarby,9372,0,2,2004-05-20T17:00+0200,Allsvenskan,8051,MEN,8,6749,,,
507703,9,GIF Sundsvall,9407,1,5,Halmstad,9371,0,1,2004-05-23T17:00+0200,Allsvenskan,8051,MEN,9,5673,,,
507704,9,Kalmar FF,9374,2,3,Trelleborgs FF,9377,0,9,2004-05-23T17:00+0200,Allsvenskan,8051,MEN,9,5228,,,
507705,9,Landskrona,9388,0,12,AIK,9367,1,10,2004-05-23T17:00+0200,Allsvenskan,8051,MEN,9,5653,,,
