gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
333028,1,Landskrona,9388,6,1,Helsingborg,9373,2,14,2002-04-06T14:00+0200,Allsvenskan,5307,MEN,1,,,,
333030,1,AIK,9367,0,13,Elfsborg,9369,2,2,2002-04-07T15:00+0200,Allsvenskan,5307,MEN,1,,,,
333031,1,Halmstad,9371,0,11,GIF Sundsvall,9407,1,5,2002-04-07T15:00+0200,Allsvenskan,5307,MEN,1,,,,
333032,1,Kalmar FF,9374,1,6,Norrköping,9376,0,12,2002-04-07T15:00+0200,Allsvenskan,5307,MEN,1,,,,
333033,1,Hammarby,9372,2,9,Örgryte IS,9380,3,3,2002-04-08T19:00+0200,Allsvenskan,5307,MEN,1,,,,
333035,1,Göteborg,9370,1,7,Örebro,9379,1,8,2002-04-08T19:00+0200,Allsvenskan,5307,MEN,1,,,,
333036,1,Malmö FF,9375,1,10,Djurgården,9368,2,4,2002-04-08T19:00+0200,Allsvenskan,5307,MEN,1,,,,
333037,2,Djurgården,9368,3,6,AIK,9367,4,8,2002-04-13T14:00+0200,Allsvenskan,5307,MEN,2,,,,
333039,2,Norrköping,9376,0,14,Malmö FF,9375,3,5,2002-04-13T16:00+0200,Allsvenskan,5307,MEN,2,,,,
333040,2,Örebro,9379,1,12,Landskrona,9388,3,1,2002-04-13T16:00+0200,Allsvenskan,5307,MEN,2,,,,
333041,2,Örgryte IS,9380,2,2,Kalmar FF,9374,0,9,2002-04-13T16:00+0200,Allsvenskan,5307,MEN,2,,,,
333043,2,GIF Sundsvall,9407,1,7,Göteborg,9370,2,4,2002-04-14T15:00+0200,Allsvenskan,5307,MEN,2,,,,
333044,2,Helsingborg,9373,4,10,Hammarby,9372,2,13,2002-04-14T15:00+0200,Allsvenskan,5307,MEN,2,,,,
333045,2,Elfsborg,9369,1,3,Halmstad,9371,1,11,2002-04-14T15:00+0200,Allsvenskan,5307,MEN,2,,,,
333046,3,AIK,9367,1,12,Norrköping,9376,3,10,2002-04-21T15:00+0200,Allsvenskan,5307,MEN,3,,,,
333047,3,Landskrona,9388,2,2,GIF Sundsvall,9407,2,5,2002-04-21T15:00+0200,Allsvenskan,5307,MEN,3,,,,
333048,3,Malmö FF,9375,0,9,Örgryte IS,9380,1,1,2002-04-21T15:00+0200,Allsvenskan,5307,MEN,3,,,,
333049,3,Halmstad,9371,1,13,Djurgården,9368,1,4,2002-04-22T19:00+0200,Allsvenskan,5307,MEN,3,,,,
333050,3,Göteborg,9370,1,6,Elfsborg,9369,2,3,2002-04-22T19:00+0200,Allsvenskan,5307,MEN,3,,,,
333051,3,Örebro,9379,1,7,Helsingborg,9373,0,11,2002-04-22T19:00+0200,Allsvenskan,5307,MEN,3,,,,
333052,3,Kalmar FF,9374,1,8,Hammarby,9372,1,14,2002-04-23T19:00+0200,Allsvenskan,5307,MEN,3,9020,,,
333053,4,Djurgården,9368,1,3,Göteborg,9370,0,9,2002-04-27T14:00+0200,Allsvenskan,5307,MEN,4,,,,
333054,4,GIF Sundsvall,9407,1,5,Örebro,9379,1,6,2002-04-28T15:00+0200,Allsvenskan,5307,MEN,4,5126,,,
333057,4,Hammarby,9372,3,8,Malmö FF,9375,1,13,2002-04-29T19:00+0200,Allsvenskan,5307,MEN,4,,,,
