gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
1056643,1,Norrköping,9376,1,12,Djurgården,9368,2,2,2008-03-30T14:30+0200,Allsvenskan,27773,MEN,1,15651,1743,Norrköpings Idrottspark,
1056644,1,Halmstad,9371,1,3,Gefle,9400,0,13,2008-03-30T15:00+0200,Allsvenskan,27773,MEN,1,5447,1873,Örjans vall,
1056645,1,Gais,9382,1,6,Elfsborg,9369,1,7,2008-03-30T15:00+0200,Allsvenskan,27773,MEN,1,7707,,,
1056646,1,AIK,9367,0,10,Kalmar FF,9374,0,11,2008-03-30T15:00+0200,Allsvenskan,27773,MEN,1,26516,,,
1056647,1,Örebro,9379,1,5,Trelleborgs FF,9377,0,15,2008-03-31T19:00+0200,Allsvenskan,27773,MEN,1,7731,,,
1056648,1,GIF Sundsvall,9407,0,16,Helsingborg,9373,3,1,2008-03-31T19:00+0200,Allsvenskan,27773,MEN,1,6275,1260,Norrporten Arena,
1056649,1,Ljungskile,9391,0,14,Hammarby,9372,1,4,2008-03-31T19:00+0200,Allsvenskan,27773,MEN,1,4542,1767,HA Bygg Arena,
1056650,1,Malmö FF,9375,1,9,Göteborg,9370,1,8,2008-03-31T19:45+0200,Allsvenskan,27773,MEN,1,18884,,,
1056651,2,Djurgården,9368,1,6,Malmö FF,9375,1,11,2008-04-05T16:00+0200,Allsvenskan,27773,MEN,2,13379,13,Stockholms Stadion,
1056653,2,Trelleborgs FF,9377,3,8,Gais,9382,1,12,2008-04-06T15:00+0200,Allsvenskan,27773,MEN,2,3023,,,
1056654,2,Gefle,9400,2,9,Norrköping,9376,0,14,2008-04-06T15:00+0200,Allsvenskan,27773,MEN,2,3887,,,
1056655,2,Göteborg,9370,4,2,Örebro,9379,1,10,2008-04-06T15:00+0200,Allsvenskan,27773,MEN,2,10482,,,
1056652,2,Helsingborg,9373,1,3,Halmstad,9371,1,7,2008-04-06T17:45+0200,Allsvenskan,27773,MEN,2,11074,1871,Olympia,
1056656,2,Kalmar FF,9374,3,5,Ljungskile,9391,1,15,2008-04-07T19:00+0200,Allsvenskan,27773,MEN,2,4553,,,
1056657,2,Hammarby,9372,5,1,GIF Sundsvall,9407,3,16,2008-04-07T19:00+0200,Allsvenskan,27773,MEN,2,12887,,,
1056658,2,Elfsborg,9369,3,4,AIK,9367,0,13,2008-04-07T20:00+0200,Allsvenskan,27773,MEN,2,10908,1874,Borås arena,
1056659,3,Norrköping,9376,1,14,Trelleborgs FF,9377,1,8,2008-04-09T19:00+0200,Allsvenskan,27773,MEN,3,4850,1743,Norrköpings Idrottspark,
1056661,3,Gefle,9400,1,11,Djurgården,9368,2,3,2008-04-09T19:00+0200,Allsvenskan,27773,MEN,3,4328,,,
1056660,3,Halmstad,9371,1,7,Göteborg,9370,1,5,2008-04-09T19:45+0200,Allsvenskan,27773,MEN,3,6786,1873,Örjans vall,
1056662,3,Ljungskile,9391,0,15,Helsingborg,9373,2,1,2008-04-10T19:00+0200,Allsvenskan,27773,MEN,3,3210,9943,Starke Arvid Arena,
1056663,3,Malmö FF,9375,1,12,Elfsborg,9369,1,6,2008-04-10T19:00+0200,Allsvenskan,27773,MEN,3,13299,,,
1056664,3,AIK,9367,1,10,GIF Sundsvall,9407,0,16,2008-04-10T19:00+0200,Allsvenskan,27773,MEN,3,12618,,,
1056665,3,Gais,9382,2,9,Hammarby,9372,0,4,2008-04-10T19:00+0200,Allsvenskan,27773,MEN,3,4135,,,
1056666,3,Örebro,9379,0,13,Kalmar FF,9374,1,2,2008-04-10T20:00+0200,Allsvenskan,27773,MEN,3,7612,,,
1056667,4,Göteborg,9370,4,3,Norrköping,9376,0,15,2008-04-12T16:00+0200,Allsvenskan,27773,MEN,4,7212,,,
1056668,4,Helsingborg,9373,2,4,Gefle,9400,2,10,2008-04-13T15:00+0200,Allsvenskan,27773,MEN,4,8753,1871,Olympia,
1056670,4,Djurgården,9368,2,2,Halmstad,9371,1,8,2008-04-13T15:00+0200,Allsvenskan,27773,MEN,4,8947,13,Stockholms Stadion,
1056671,4,Elfsborg,9369,0,6,Örebro,9379,0,12,2008-04-13T15:00+0200,Allsvenskan,27773,MEN,4,7120,1874,Borås arena,
1056669,4,Trelleborgs FF,9377,0,7,Malmö FF,9375,0,11,2008-04-13T17:45+0200,Allsvenskan,27773,MEN,4,6748,,,
1056672,4,GIF Sundsvall,9407,4,14,Ljungskile,9391,0,16,2008-04-14T19:00+0200,Allsvenskan,27773,MEN,4,3148,1260,Norrporten Arena,
1056673,4,Kalmar FF,9374,4,1,Gais,9382,0,13,2008-04-14T19:00+0200,Allsvenskan,27773,MEN,4,4423,,,
1056674,4,Hammarby,9372,1,5,AIK,9367,1,9,2008-04-14T20:00+0200,Allsvenskan,27773,MEN,4,23578,,,
1056676,5,Norrköping,9376,1,16,Halmstad,9371,3,6,2008-04-16T19:00+0200,Allsvenskan,27773,MEN,5,5452,1743,Norrköpings Idrottspark,
1056677,5,Malmö FF,9375,2,8,Gefle,9400,0,13,2008-04-16T19:00+0200,Allsvenskan,27773,MEN,5,9147,,,
1056675,5,Örebro,9379,1,11,Djurgården,9368,1,2,2008-04-16T20:00+0200,Allsvenskan,27773,MEN,5,10195,,,
1056678,5,GIF Sundsvall,9407,0,14,Kalmar FF,9374,2,1,2008-04-17T19:00+0200,Allsvenskan,27773,MEN,5,4722,1260,Norrporten Arena,
1056679,5,Ljungskile,9391,1,15,Elfsborg,9369,0,9,2008-04-17T19:00+0200,Allsvenskan,27773,MEN,5,2345,9943,Starke Arvid Arena,
1056680,5,Hammarby,9372,2,3,Helsingborg,9373,1,5,2008-04-17T19:00+0200,Allsvenskan,27773,MEN,5,9832,,,
1056681,5,Gais,9382,0,12,Göteborg,9370,0,4,2008-04-17T20:00+0200,Allsvenskan,27773,MEN,5,27238,,,
1056682,5,AIK,9367,1,7,Trelleborgs FF,9377,0,10,2008-04-18T19:00+0200,Allsvenskan,27773,MEN,5,12005,,,
1056684,6,Kalmar FF,9374,1,1,Hammarby,9372,0,5,2008-04-20T15:00+0200,Allsvenskan,27773,MEN,6,6654,,,
1056685,6,Elfsborg,9369,2,7,GIF Sundsvall,9407,0,15,2008-04-20T15:00+0200,Allsvenskan,27773,MEN,6,7194,1874,Borås arena,
1056686,6,Gefle,9400,0,14,Örebro,9379,1,9,2008-04-20T15:00+0200,Allsvenskan,27773,MEN,6,4169,,,
1056683,6,Helsingborg,9373,2,6,Norrköping,9376,2,16,2008-04-20T17:45+0200,Allsvenskan,27773,MEN,6,10301,1871,Olympia,
1056687,6,Trelleborgs FF,9377,1,13,Ljungskile,9391,2,12,2008-04-21T19:00+0200,Allsvenskan,27773,MEN,6,2017,,,
1056688,6,Göteborg,9370,2,2,AIK,9367,0,10,2008-04-21T19:00+0200,Allsvenskan,27773,MEN,6,9679,,,
1056689,6,Djurgården,9368,0,3,Gais,9382,0,11,2008-04-21T19:00+0200,Allsvenskan,27773,MEN,6,9237,13,Stockholms Stadion,
1056690,6,Halmstad,9371,2,8,Malmö FF,9375,3,4,2008-04-21T20:00+0200,Allsvenskan,27773,MEN,6,6909,1873,Örjans vall,
1056692,7,Kalmar FF,9374,4,1,Helsingborg,9373,2,8,2008-04-23T19:00+0200,Allsvenskan,27773,MEN,7,6081,,,
1056691,7,Hammarby,9372,0,6,Elfsborg,9369,0,7,2008-04-23T19:45+0200,Allsvenskan,27773,MEN,7,9468,,,
1056693,7,GIF Sundsvall,9407,2,15,Trelleborgs FF,9377,2,13,2008-04-24T19:00+0200,Allsvenskan,27773,MEN,7,4174,1260,Norrporten Arena,
1056694,7,Örebro,9379,0,12,Halmstad,9371,1,5,2008-04-24T19:00+0200,Allsvenskan,27773,MEN,7,9125,,,
1056695,7,Gais,9382,2,9,Gefle,9400,0,14,2008-04-24T19:00+0200,Allsvenskan,27773,MEN,7,3489,,,
1056696,7,Malmö FF,9375,2,2,Norrköping,9376,1,16,2008-04-24T19:00+0200,Allsvenskan,27773,MEN,7,12911,,,
1056697,7,AIK,9367,1,10,Djurgården,9368,1,3,2008-04-24T20:00+0200,Allsvenskan,27773,MEN,7,34173,,,
1056698,7,Ljungskile,9391,2,11,Göteborg,9370,1,4,2008-04-25T19:00+0200,Allsvenskan,27773,MEN,7,7128,9943,Starke Arvid Arena,
1056699,8,Elfsborg,9369,1,4,Kalmar FF,9374,0,1,2008-04-26T16:00+0200,Allsvenskan,27773,MEN,8,8313,1874,Borås arena,
1056700,8,Trelleborgs FF,9377,1,11,Hammarby,9372,0,9,2008-04-27T15:00+0200,Allsvenskan,27773,MEN,8,2724,,,
1056701,8,Halmstad,9371,0,7,Gais,9382,0,10,2008-04-27T15:00+0200,Allsvenskan,27773,MEN,8,5674,1873,Örjans vall,
1056702,8,Gefle,9400,0,14,AIK,9367,1,8,2008-04-27T17:45+0200,Allsvenskan,27773,MEN,8,4616,,,
1056703,8,Norrköping,9376,0,16,Örebro,9379,0,12,2008-04-28T19:00+0200,Allsvenskan,27773,MEN,8,8705,1743,Norrköpings Idrottspark,
1056704,8,Göteborg,9370,1,3,GIF Sundsvall,9407,0,15,2008-04-28T19:00+0200,Allsvenskan,27773,MEN,8,6332,,,
1056705,8,Djurgården,9368,2,2,Ljungskile,9391,1,13,2008-04-28T19:00+0200,Allsvenskan,27773,MEN,8,8915,13,Stockholms Stadion,
1056706,8,Helsingborg,9373,4,6,Malmö FF,9375,2,5,2008-04-28T20:00+0200,Allsvenskan,27773,MEN,8,16704,1871,Olympia,
1056707,9,Elfsborg,9369,1,4,Helsingborg,9373,0,7,2008-05-03T16:00+0200,Allsvenskan,27773,MEN,9,9717,1874,Borås arena,
1056708,9,GIF Sundsvall,9407,0,15,Djurgården,9368,0,2,2008-05-04T16:00+0200,Allsvenskan,27773,MEN,9,5047,1260,Norrporten Arena,
1056709,9,Örebro,9379,0,13,Malmö FF,9375,3,5,2008-05-04T16:00+0200,Allsvenskan,27773,MEN,9,9445,,,
1056711,9,Kalmar FF,9374,1,1,Trelleborgs FF,9377,0,12,2008-05-04T16:00+0200,Allsvenskan,27773,MEN,9,4617,,,
1056710,9,Hammarby,9372,0,9,Göteborg,9370,0,3,2008-05-04T17:45+0200,Allsvenskan,27773,MEN,9,12198,,,
1056712,9,Ljungskile,9391,0,11,Gefle,9400,0,14,2008-05-05T19:00+0200,Allsvenskan,27773,MEN,9,2503,9943,Starke Arvid Arena,
1056713,9,Gais,9382,0,10,Norrköping,9376,0,16,2008-05-05T19:00+0200,Allsvenskan,27773,MEN,9,4035,,,
1056714,9,AIK,9367,1,6,Halmstad,9371,0,8,2008-05-05T20:00+0200,Allsvenskan,27773,MEN,9,14051,,,
1056715,10,Trelleborgs FF,9377,0,12,Elfsborg,9369,2,3,2008-05-07T19:00+0200,Allsvenskan,27773,MEN,10,2560,,,
1056716,10,Helsingborg,9373,1,7,Örebro,9379,0,13,2008-05-07T19:00+0200,Allsvenskan,27773,MEN,10,9457,1871,Olympia,
1056717,10,Göteborg,9370,3,2,Kalmar FF,9374,2,1,2008-05-07T19:00+0200,Allsvenskan,27773,MEN,10,12473,,,
1056718,10,Djurgården,9368,0,6,Hammarby,9372,2,9,2008-05-07T20:00+0200,Allsvenskan,27773,MEN,10,20346,,,
1056719,10,Halmstad,9371,3,8,Ljungskile,9391,2,11,2008-05-08T19:00+0200,Allsvenskan,27773,MEN,10,4493,1252,Örjans Vall,
1056721,10,Malmö FF,9375,1,5,Gais,9382,1,10,2008-05-08T19:00+0200,Allsvenskan,27773,MEN,10,13337,2822,Malmö Stadion,
1056722,10,Gefle,9400,2,14,GIF Sundsvall,9407,0,15,2008-05-08T19:00+0200,Allsvenskan,27773,MEN,10,4425,,,
1056720,10,Norrköping,9376,1,16,AIK,9367,2,4,2008-05-08T19:45+0200,Allsvenskan,27773,MEN,10,13784,1743,Norrköpings Idrottspark,
1056723,11,Kalmar FF,9374,5,1,Djurgården,9368,1,8,2008-05-10T16:00+0200,Allsvenskan,27773,MEN,11,7668,,,
1056724,11,Ljungskile,9391,0,11,Norrköping,9376,2,16,2008-05-11T16:00+0200,Allsvenskan,27773,MEN,11,2640,9943,Starke Arvid Arena,
1056725,11,Trelleborgs FF,9377,1,12,Helsingborg,9373,3,5,2008-05-11T16:00+0200,Allsvenskan,27773,MEN,11,3279,,,
1056726,11,AIK,9367,2,3,Malmö FF,9375,0,7,2008-05-11T17:45+0200,Allsvenskan,27773,MEN,11,19569,,,
1056727,11,GIF Sundsvall,9407,2,15,Halmstad,9371,1,9,2008-05-12T19:00+0200,Allsvenskan,27773,MEN,11,4519,1260,Norrporten Arena,
1056728,11,Hammarby,9372,2,6,Gefle,9400,1,14,2008-05-12T19:00+0200,Allsvenskan,27773,MEN,11,11203,,,
1056729,11,Gais,9382,3,10,Örebro,9379,0,13,2008-05-12T19:00+0200,Allsvenskan,27773,MEN,11,3698,,,
1056730,11,Elfsborg,9369,3,2,Göteborg,9370,0,4,2008-05-12T20:00+0200,Allsvenskan,27773,MEN,11,16599,1428,Borås Arena,
1056738,12,Göteborg,9370,0,6,Trelleborgs FF,9377,2,11,2008-07-01T19:00+0200,Allsvenskan,27773,MEN,12,7226,,,
1056731,12,Gefle,9400,1,15,Kalmar FF,9374,5,1,2008-07-02T19:00+0200,Allsvenskan,27773,MEN,12,5019,,,
1056732,12,Norrköping,9376,0,16,GIF Sundsvall,9407,2,12,2008-07-02T19:00+0200,Allsvenskan,27773,MEN,12,6812,1743,Norrköpings Idrottspark,
1056733,12,Halmstad,9371,1,9,Hammarby,9372,1,7,2008-07-02T19:00+0200,Allsvenskan,27773,MEN,12,10309,1252,Örjans Vall,
1056734,12,Djurgården,9368,0,8,Elfsborg,9369,2,2,2008-07-02T20:00+0200,Allsvenskan,27773,MEN,12,10241,1248,Stadion,
1056735,12,Örebro,9379,1,14,AIK,9367,4,3,2008-07-03T19:00+0200,Allsvenskan,27773,MEN,12,9701,1251,Behrn Arena,
1056736,12,Malmö FF,9375,2,5,Ljungskile,9391,1,13,2008-07-03T19:00+0200,Allsvenskan,27773,MEN,12,9095,2822,Malmö Stadion,
1056737,12,Helsingborg,9373,1,4,Gais,9382,0,10,2008-07-03T19:45+0200,Allsvenskan,27773,MEN,12,9110,1249,"Olympia, Helsingborg",
1056743,13,Kalmar FF,9374,1,1,Halmstad,9371,1,9,2008-07-05T16:00+0200,Allsvenskan,27773,MEN,13,5078,,,
1056742,13,AIK,9367,2,3,Gais,9382,2,10,2008-07-06T17:45+0200,Allsvenskan,27773,MEN,13,15886,,,
1056739,13,Trelleborgs FF,9377,1,11,Djurgården,9368,1,8,2008-07-06T18:00+0200,Allsvenskan,27773,MEN,13,4128,,,
1056740,13,GIF Sundsvall,9407,0,12,Malmö FF,9375,0,6,2008-07-06T18:00+0200,Allsvenskan,27773,MEN,13,5269,1260,Norrporten Arena,
1056741,13,Ljungskile,9391,0,15,Örebro,9379,1,13,2008-07-06T18:00+0200,Allsvenskan,27773,MEN,13,2010,9943,Starke Arvid Arena,
1056745,13,Hammarby,9372,4,5,Norrköping,9376,3,16,2008-07-07T19:00+0200,Allsvenskan,27773,MEN,13,11128,,,
1056744,13,Göteborg,9370,1,7,Helsingborg,9373,1,4,2008-07-07T20:00+0200,Allsvenskan,27773,MEN,13,8246,,,
1056746,13,Elfsborg,9369,0,2,Gefle,9400,1,14,2008-07-09T19:00+0200,Allsvenskan,27773,MEN,13,10359,1428,Borås Arena,
1056747,14,Djurgården,9368,1,9,Göteborg,9370,2,6,2008-07-12T16:00+0200,Allsvenskan,27773,MEN,14,10713,,,
1056748,14,Norrköping,9376,1,16,Kalmar FF,9374,3,1,2008-07-13T18:00+0200,Allsvenskan,27773,MEN,14,6541,1743,Norrköpings Idrottspark,
1056749,14,Gefle,9400,0,14,Trelleborgs FF,9377,1,11,2008-07-13T18:00+0200,Allsvenskan,27773,MEN,14,3441,,,
1056751,14,Örebro,9379,2,12,GIF Sundsvall,9407,1,13,2008-07-14T19:00+0200,Allsvenskan,27773,MEN,14,7535,1251,Behrn Arena,
1056752,14,Malmö FF,9375,2,7,Hammarby,9372,4,4,2008-07-14T20:00+0200,Allsvenskan,27773,MEN,14,13196,2822,Malmö Stadion,
