gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
419809,1,Landskrona,9388,2,7,Göteborg,9370,1,8,2003-04-05T14:00+0200,Allsvenskan,6469,MEN,1,9087,,,
419810,1,AIK,9367,3,3,Enköping SK,9399,0,12,2003-04-06T15:00+0200,Allsvenskan,6469,MEN,1,19691,,,
419811,1,Örgryte IS,9380,1,11,Helsingborg,9373,4,2,2003-04-06T15:00+0200,Allsvenskan,6469,MEN,1,5385,,,
419812,1,Halmstad,9371,2,5,GIF Sundsvall,9407,0,9,2003-04-07T19:00+0200,Allsvenskan,6469,MEN,1,4645,,,
419813,1,Hammarby,9372,3,4,Elfsborg,9369,0,13,2003-04-07T19:00+0200,Allsvenskan,6469,MEN,1,10752,,,
419814,1,Malmö FF,9375,2,6,Örebro,9379,0,10,2003-04-07T19:00+0200,Allsvenskan,6469,MEN,1,16768,,,
419815,1,Öster,9394,0,14,Djurgården,9368,4,1,2003-04-08T19:00+0200,Allsvenskan,6469,MEN,1,13215,,,
419816,2,GIF Sundsvall,9407,2,10,AIK,9367,1,4,2003-04-13T15:00+0200,Allsvenskan,6469,MEN,2,7262,,,
419817,2,Helsingborg,9373,0,6,Öster,9394,3,9,2003-04-13T15:00+0200,Allsvenskan,6469,MEN,2,11564,,,
419818,2,Elfsborg,9369,3,8,Örgryte IS,9380,1,14,2003-04-13T15:00+0200,Allsvenskan,6469,MEN,2,6248,,,
419819,2,Djurgården,9368,2,1,Halmstad,9371,0,7,2003-04-14T19:00+0200,Allsvenskan,6469,MEN,2,13023,,,
419820,2,Göteborg,9370,3,5,Malmö FF,9375,0,11,2003-04-14T19:00+0200,Allsvenskan,6469,MEN,2,11906,,,
419821,2,Örebro,9379,2,13,Hammarby,9372,3,2,2003-04-14T19:00+0200,Allsvenskan,6469,MEN,2,10532,,,
419822,2,Enköping SK,9399,1,12,Landskrona,9388,1,3,2003-04-15T19:00+0200,Allsvenskan,6469,MEN,2,6070,,,
419823,3,Halmstad,9371,2,9,Örebro,9379,3,10,2003-04-18T15:00+0200,Allsvenskan,6469,MEN,3,5725,,,
419824,3,Helsingborg,9373,2,3,GIF Sundsvall,9407,1,12,2003-04-18T15:00+0200,Allsvenskan,6469,MEN,3,6345,,,
419825,3,Örgryte IS,9380,3,11,Enköping SK,9399,0,14,2003-04-18T15:00+0200,Allsvenskan,6469,MEN,3,4047,,,
419826,3,Djurgården,9368,5,1,Elfsborg,9369,0,13,2003-04-21T15:00+0200,Allsvenskan,6469,MEN,3,12537,,,
419827,3,Malmö FF,9375,2,7,Landskrona,9388,2,4,2003-04-21T15:00+0200,Allsvenskan,6469,MEN,3,23081,,,
419829,3,Hammarby,9372,1,2,AIK,9367,1,5,2003-04-22T19:00+0200,Allsvenskan,6469,MEN,3,29983,,,
419831,4,Enköping SK,9399,0,14,Öster,9394,2,5,2003-04-26T16:00+0200,Allsvenskan,6469,MEN,4,3432,,,
419832,4,Örebro,9379,1,6,Djurgården,9368,0,2,2003-04-26T16:00+0200,Allsvenskan,6469,MEN,4,11739,,,
419833,4,AIK,9367,3,3,Örgryte IS,9380,0,13,2003-04-27T15:00+0200,Allsvenskan,6469,MEN,4,11304,,,
419836,4,Landskrona,9388,0,8,Hammarby,9372,1,1,2003-04-27T15:00+0200,Allsvenskan,6469,MEN,4,6070,,,
419834,4,GIF Sundsvall,9407,1,11,Malmö FF,9375,1,9,2003-04-27T17:30+0200,Allsvenskan,6469,MEN,4,5176,,,
419837,5,Halmstad,9371,3,5,Enköping SK,9399,2,14,2003-05-04T17:00+0200,Allsvenskan,6469,MEN,5,4221,,,
419838,5,Örgryte IS,9380,1,13,Landskrona,9388,1,8,2003-05-04T17:00+0200,Allsvenskan,6469,MEN,5,3658,,,
419839,5,Öster,9394,0,6,AIK,9367,1,3,2003-05-04T17:00+0200,Allsvenskan,6469,MEN,5,8987,,,
419840,5,Hammarby,9372,2,1,Malmö FF,9375,1,11,2003-05-05T19:00+0200,Allsvenskan,6469,MEN,5,10754,,,
419842,5,Elfsborg,9369,2,12,GIF Sundsvall,9407,2,10,2003-05-05T19:00+0200,Allsvenskan,6469,MEN,5,5210,,,
419843,5,Djurgården,9368,3,2,Göteborg,9370,1,9,2003-05-06T19:00+0200,Allsvenskan,6469,MEN,5,13726,,,
419844,6,AIK,9367,4,3,Halmstad,9371,2,7,2003-05-11T13:30+0200,Allsvenskan,6469,MEN,6,14677,,,
419845,6,Enköping SK,9399,0,14,Djurgården,9368,4,1,2003-05-11T13:30+0200,Allsvenskan,6469,MEN,6,9102,,,
419846,6,Landskrona,9388,2,6,Öster,9394,0,8,2003-05-11T13:30+0200,Allsvenskan,6469,MEN,6,5527,,,
419848,6,Göteborg,9370,1,11,Helsingborg,9373,2,4,2003-05-12T19:00+0200,Allsvenskan,6469,MEN,6,7816,,,
419849,6,Örebro,9379,2,5,Elfsborg,9369,1,13,2003-05-12T19:00+0200,Allsvenskan,6469,MEN,6,6644,,,
419850,6,Malmö FF,9375,1,9,Örgryte IS,9380,1,12,2003-05-13T19:00+0200,Allsvenskan,6469,MEN,6,12159,,,
