gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
2129667,1,Häcken,19740,0,14,Göteborg,9370,3,2,2013-03-31T15:00+0200,Allsvenskan,57973,MEN,1,15593,331,Rambergsvallen,
2129668,1,Helsingborg,9373,3,1,Djurgården,9368,0,15,2013-03-31T17:30+0200,Allsvenskan,57973,MEN,1,11201,1871,Olympia,
2129669,1,Syrianska,23026,0,16,Kalmar FF,9374,3,3,2013-03-31T17:30+0200,Allsvenskan,57973,MEN,1,3852,,,
2129670,1,Mjällby,9389,1,12,Norrköping,9376,2,4,2013-04-01T15:00+0200,Allsvenskan,57973,MEN,1,3015,,,
2129671,1,Malmö FF,9375,1,11,Halmstad,9371,1,10,2013-04-01T15:00+0200,Allsvenskan,57973,MEN,1,19577,,,
2129672,1,Gefle,9400,1,5,Åtvidaberg,9393,0,13,2013-04-01T15:00+0200,Allsvenskan,57973,MEN,1,3544,,,
2129673,1,Brommapojkarna,19721,2,7,Öster,9394,2,9,2013-04-01T17:30+0200,Allsvenskan,57973,MEN,1,1713,18,Grimsta IP,
2129674,1,Elfsborg,9369,2,8,AIK,9367,2,6,2013-04-01T17:30+0200,Allsvenskan,57973,MEN,1,15861,1874,Borås arena,
2129675,2,Åtvidaberg,9393,1,15,Malmö FF,9375,3,5,2013-04-05T19:00+0200,Allsvenskan,57973,MEN,2,3501,60907,Kopparvallen,
2129676,2,AIK,9367,0,10,Syrianska,23026,0,14,2013-04-07T15:00+0200,Allsvenskan,57973,MEN,2,43466,110511,"Nationalarenan, Friends Arena",
2129677,2,Göteborg,9370,2,1,Brommapojkarna,19721,0,12,2013-04-07T15:00+0200,Allsvenskan,57973,MEN,2,11782,61381,Gamla Ullevi,
2129678,2,Kalmar FF,9374,0,4,Häcken,19740,0,13,2013-04-07T17:30+0200,Allsvenskan,57973,MEN,2,4248,63057,Guldfågeln Arena,
2129679,2,Halmstad,9371,1,11,Elfsborg,9369,1,8,2013-04-07T17:30+0200,Allsvenskan,57973,MEN,2,7659,61401,Örjans Vall,
2129680,2,Norrköping,9376,2,2,Gefle,9400,1,7,2013-04-08T19:00+0200,Allsvenskan,57973,MEN,2,4855,60029,Nya Parken,
2129682,2,Öster,9394,1,9,Helsingborg,9373,1,3,2013-04-08T19:05+0200,Allsvenskan,57973,MEN,2,7107,110302,Myresjöhus Arena 1,
2129683,3,Brommapojkarna,19721,1,10,Norrköping,9376,0,5,2013-04-12T19:00+0200,Allsvenskan,57973,MEN,3,1698,110295,Grimsta IP 1,
2129684,3,Syrianska,23026,0,15,Öster,9394,1,6,2013-04-13T16:00+0200,Allsvenskan,57973,MEN,3,2158,61456,Södertälje Fotbollsarena,
2129685,3,Malmö FF,9375,1,2,Kalmar FF,9374,0,8,2013-04-14T15:00+0200,Allsvenskan,57973,MEN,3,12736,61383,Swedbank Stadion,
2129686,3,Åtvidaberg,9393,1,12,AIK,9367,0,13,2013-04-14T15:00+0200,Allsvenskan,57973,MEN,3,4941,60907,Kopparvallen,
2129687,3,Häcken,19740,4,9,Djurgården,9368,0,16,2013-04-14T17:30+0200,Allsvenskan,57973,MEN,3,3064,61377,Rambergsvallen,
2129688,3,Gefle,9400,2,4,Halmstad,9371,0,14,2013-04-14T17:30+0200,Allsvenskan,57973,MEN,3,2666,60610,Strömvallen,
2129689,3,Helsingborg,9373,1,7,Mjällby,9389,2,3,2013-04-15T19:00+0200,Allsvenskan,57973,MEN,3,6844,60662,"Olympia, Helsingborg",
2129690,3,Elfsborg,9369,0,11,Göteborg,9370,0,1,2013-04-15T19:05+0200,Allsvenskan,57973,MEN,3,15995,61378,Borås Arena,
2129691,4,Öster,9394,2,4,Häcken,19740,0,11,2013-04-17T19:00+0200,Allsvenskan,57973,MEN,4,3903,110302,Myresjöhus Arena 1,
2129692,4,Halmstad,9371,0,13,Åtvidaberg,9393,0,12,2013-04-17T19:00+0200,Allsvenskan,57973,MEN,4,3846,61401,Örjans Vall,
2129693,4,AIK,9367,0,14,Malmö FF,9375,1,2,2013-04-17T19:05+0200,Allsvenskan,57973,MEN,4,19640,110511,"Nationalarenan, Friends Arena",
2129694,4,Djurgården,9368,1,16,Brommapojkarna,19721,1,9,2013-04-18T19:00+0200,Allsvenskan,57973,MEN,4,6798,110303,Stockholms Stadion 1,
2129695,4,Kalmar FF,9374,1,8,Elfsborg,9369,1,10,2013-04-18T19:00+0200,Allsvenskan,57973,MEN,4,5207,63057,Guldfågeln Arena,
2129696,4,Mjällby,9389,1,3,Gefle,9400,0,6,2013-04-18T19:00+0200,Allsvenskan,57973,MEN,4,2412,61382,Strandvallen,
2129697,4,Göteborg,9370,2,1,Syrianska,23026,0,15,2013-04-18T19:00+0200,Allsvenskan,57973,MEN,4,7677,61381,Gamla Ullevi,
2129698,4,Norrköping,9376,1,7,Helsingborg,9373,4,5,2013-04-18T19:05+0200,Allsvenskan,57973,MEN,4,5223,60029,Nya Parken,
2129699,5,Åtvidaberg,9393,1,13,Göteborg,9370,2,1,2013-04-21T15:00+0200,Allsvenskan,57973,MEN,5,5105,60907,Kopparvallen,
