gameId,round,homeTeam,homeTeamId,homeTeamScore,homePos,visitingTeam,visitingTeamId,visitingTeamScore,visitingPos,date,league,leagueId,leagueGender,round,spectators,arenaId,arenaName,referees
1417575,1,Kalmar FF,9374,0,16,Göteborg,9370,3,1,2010-03-13T16:00+0100,Allsvenskan,38686,MEN,1,4518,,,
1417576,1,Halmstad,9371,0,8,Trelleborgs FF,9377,0,12,2010-03-14T14:00+0100,Allsvenskan,38686,MEN,1,3347,1873,Örjans vall,
1417577,1,Häcken,19740,2,3,Djurgården,9368,1,13,2010-03-14T14:00+0100,Allsvenskan,38686,MEN,1,2412,331,Rambergsvallen,
1417578,1,Helsingborg,9373,1,4,Brommapojkarna,19721,0,14,2010-03-14T14:00+0100,Allsvenskan,38686,MEN,1,6731,1871,Olympia,
1417580,1,AIK,9367,0,5,Mjällby,9389,0,11,2010-03-14T14:30+0100,Allsvenskan,38686,MEN,1,17111,,,
1417579,1,Gais,9382,0,6,Malmö FF,9375,0,10,2010-03-15T19:00+0100,Allsvenskan,38686,MEN,1,4980,,,
1417581,1,Gefle,9400,0,7,Elfsborg,9369,0,9,2010-03-15T19:00+0100,Allsvenskan,38686,MEN,1,3112,,,
1417582,1,Örebro,9379,2,2,Åtvidaberg,9393,0,15,2010-03-15T19:00+0100,Allsvenskan,38686,MEN,1,6094,,,
1417583,2,Brommapojkarna,19721,0,11,AIK,9367,0,10,2010-03-20T16:00+0100,Allsvenskan,38686,MEN,2,4304,11037,Råsunda,
1417584,2,Mjällby,9389,3,5,Gais,9382,0,13,2010-03-21T15:00+0100,Allsvenskan,38686,MEN,2,4049,,,
1417585,2,Trelleborgs FF,9377,1,9,Kalmar FF,9374,1,12,2010-03-21T15:00+0100,Allsvenskan,38686,MEN,2,2055,29783,"Vångavallen, Trelleborg",
1417586,2,Djurgården,9368,0,15,Helsingborg,9373,1,2,2010-03-21T15:00+0100,Allsvenskan,38686,MEN,2,,13,Stockholms Stadion,
1417587,2,Åtvidaberg,9393,0,16,Gefle,9400,1,6,2010-03-22T19:00+0100,Allsvenskan,38686,MEN,2,2304,,,
1417588,2,Elfsborg,9369,6,3,Halmstad,9371,0,14,2010-03-22T19:00+0100,Allsvenskan,38686,MEN,2,7398,1874,Borås arena,
1417589,2,Göteborg,9370,0,7,Häcken,19740,1,1,2010-03-22T19:00+0100,Allsvenskan,38686,MEN,2,11706,32736,Gamla Ullevi,
1417590,2,Malmö FF,9375,3,4,Örebro,9379,0,8,2010-03-23T19:00+0100,Allsvenskan,38686,MEN,2,13783,,,
1417591,3,Kalmar FF,9374,2,14,Elfsborg,9369,2,5,2010-03-27T16:00+0100,Allsvenskan,38686,MEN,3,3832,,,
1417593,3,Gefle,9400,1,7,Malmö FF,9375,3,3,2010-03-28T13:30+0200,Allsvenskan,38686,MEN,3,2702,,,
1417592,3,Halmstad,9371,4,8,Åtvidaberg,9393,0,16,2010-03-28T15:00+0200,Allsvenskan,38686,MEN,3,2878,1873,Örjans vall,
1417594,3,Gais,9382,3,6,AIK,9367,1,13,2010-03-29T19:00+0200,Allsvenskan,38686,MEN,3,3950,32736,Gamla Ullevi,
1417595,3,Örebro,9379,0,10,Mjällby,9389,2,4,2010-03-29T19:00+0200,Allsvenskan,38686,MEN,3,5627,,,
1417596,3,Helsingborg,9373,2,2,Göteborg,9370,0,9,2010-03-29T19:00+0200,Allsvenskan,38686,MEN,3,8648,1871,Olympia,
1417597,3,Häcken,19740,4,1,Trelleborgs FF,9377,2,12,2010-03-30T19:00+0200,Allsvenskan,38686,MEN,3,1723,331,Rambergsvallen,
1417598,3,Djurgården,9368,0,15,Brommapojkarna,19721,0,11,2010-03-31T19:00+0200,Allsvenskan,38686,MEN,3,7190,13,Stockholms Stadion,
1417599,4,AIK,9367,0,15,Örebro,9379,1,7,2010-04-05T15:00+0200,Allsvenskan,38686,MEN,4,8921,59986,Råsunda,
1417600,4,Mjällby,9389,1,4,Gefle,9400,3,5,2010-04-05T15:00+0200,Allsvenskan,38686,MEN,4,4972,,,
1417601,4,Trelleborgs FF,9377,0,12,Helsingborg,9373,0,2,2010-04-05T15:00+0200,Allsvenskan,38686,MEN,4,3780,59985,Vångavallen,
1417602,4,Brommapojkarna,19721,1,8,Gais,9382,0,11,2010-04-06T19:00+0200,Allsvenskan,38686,MEN,4,1085,18,Grimsta IP,
1417603,4,Göteborg,9370,1,10,Djurgården,9368,1,14,2010-04-06T19:00+0200,Allsvenskan,38686,MEN,4,10384,32736,Gamla Ullevi,
1417604,4,Malmö FF,9375,1,3,Halmstad,9371,1,9,2010-04-06T19:00+0200,Allsvenskan,38686,MEN,4,11671,,,
1417605,4,Elfsborg,9369,0,6,Häcken,19740,0,1,2010-04-06T19:00+0200,Allsvenskan,38686,MEN,4,7626,1874,Borås arena,
1417606,4,Åtvidaberg,9393,0,16,Kalmar FF,9374,0,13,2010-04-06T19:00+0200,Allsvenskan,38686,MEN,4,3035,,,
1417607,5,Häcken,19740,0,3,Åtvidaberg,9393,0,16,2010-04-10T16:00+0200,Allsvenskan,38686,MEN,5,2039,331,Rambergsvallen,
1417608,5,Helsingborg,9373,2,1,Elfsborg,9369,1,7,2010-04-11T12:30+0200,Allsvenskan,38686,MEN,5,7479,1249,"Olympia, Helsingborg",
1417612,5,Halmstad,9371,1,12,Mjällby,9389,2,4,2010-04-11T14:00+0200,Allsvenskan,38686,MEN,5,3876,1252,Örjans Vall,
1417609,5,Gefle,9400,1,5,AIK,9367,0,15,2010-04-11T15:00+0200,Allsvenskan,38686,MEN,5,4233,29370,Strömvallen,
1417610,5,Göteborg,9370,1,11,Brommapojkarna,19721,1,8,2010-04-11T15:00+0200,Allsvenskan,38686,MEN,5,8796,32736,Gamla Ullevi,
1417611,5,Kalmar FF,9374,2,13,Malmö FF,9375,3,2,2010-04-11T15:00+0200,Allsvenskan,38686,MEN,5,4577,10536,Fredriksskans,
1417613,5,Djurgården,9368,3,10,Trelleborgs FF,9377,0,14,2010-04-12T19:00+0200,Allsvenskan,38686,MEN,5,5375,1248,Stadion,
1417614,5,Örebro,9379,0,9,Gais,9382,2,6,2010-04-12T19:00+0200,Allsvenskan,38686,MEN,5,6564,1251,Behrn Arena,
1417615,6,AIK,9367,0,15,Halmstad,9371,1,9,2010-04-14T19:00+0200,Allsvenskan,38686,MEN,6,9588,11037,Råsunda,
1417616,6,Malmö FF,9375,3,2,Häcken,19740,1,4,2010-04-14T19:00+0200,Allsvenskan,38686,MEN,6,11127,32767,Swedbank Stadion,
1417617,6,Åtvidaberg,9393,0,16,Helsingborg,9373,3,1,2010-04-14T19:00+0200,Allsvenskan,38686,MEN,6,3294,31240,Kopparvallen,
1417618,6,Elfsborg,9369,3,7,Djurgården,9368,1,12,2010-04-15T19:00+0200,Allsvenskan,38686,MEN,6,6851,1428,Borås Arena,
1417619,6,Trelleborgs FF,9377,2,11,Göteborg,9370,1,13,2010-04-15T19:00+0200,Allsvenskan,38686,MEN,6,3007,59985,Vångavallen,
1417620,6,Brommapojkarna,19721,0,10,Örebro,9379,1,8,2010-04-15T19:00+0200,Allsvenskan,38686,MEN,6,1665,18,Grimsta IP,
1417621,6,Mjällby,9389,0,3,Kalmar FF,9374,0,14,2010-04-15T19:00+0200,Allsvenskan,38686,MEN,6,5062,5274,Strandvallen,
1417622,6,Gais,9382,2,5,Gefle,9400,1,6,2010-04-15T19:00+0200,Allsvenskan,38686,MEN,6,3169,32736,Gamla Ullevi,
1417623,7,Göteborg,9370,5,11,Elfsborg,9369,1,9,2010-04-18T12:30+0200,Allsvenskan,38686,MEN,7,13487,32736,Gamla Ullevi,
1417624,7,Halmstad,9371,3,5,Gais,9382,0,8,2010-04-18T15:00+0200,Allsvenskan,38686,MEN,7,3541,1252,Örjans Vall,
1417625,7,Gefle,9400,1,7,Örebro,9379,3,4,2010-04-19T19:00+0200,Allsvenskan,38686,MEN,7,2462,29370,Strömvallen,
1417626,7,Trelleborgs FF,9377,0,13,Brommapojkarna,19721,1,10,2010-04-19T19:00+0200,Allsvenskan,38686,MEN,7,2565,29783,"Vångavallen, Trelleborg",
1417627,7,Häcken,19740,0,6,Mjällby,9389,1,3,2010-04-19T19:00+0200,Allsvenskan,38686,MEN,7,2230,331,Rambergsvallen,
1417628,7,Kalmar FF,9374,0,15,AIK,9367,3,14,2010-04-19T19:00+0200,Allsvenskan,38686,MEN,7,4385,10536,Fredriksskans,
